MarkettypeID	TradingDate	Portfolios	RiskPremium1	RiskPremium2	SMB1	SMB2	HML1	HML2	RMW1	RMW2	CMA1	CMA2
P9709	2010-05-21	1	.014953	.013953	.002965	.005523	-.001477	-.002413	.006499	.002501	-.005108	-.002612
P9709	2010-05-20	1	-.013048	-.014048	-.007670	-.007629	.004809	.005875	.006989	.007275	-.004040	-.003887
P9709	2010-05-20	2	-.013048	-.014048	-.007354	-.006936	.003256	.004129	.005859	.006705	-.004359	-.005374
P9709	2010-05-20	3	-.013048	-.014048	-.007295	-.007111	.002281	.001907	.005556	.006285	-.002706	-.002010
P9709	2010-05-19	3	-.002048	-.001048	-.001539	-.002129	-.002318	-.002971	.001842	.001374	-.002714	-.002634
P9709	2010-05-19	2	-.002048	-.001048	.000261	.000286	-.001242	-.002231	.003051	.002457	-.003096	-.002762
P9709	2010-05-19	1	-.002048	-.001048	-.000240	-.000610	-.001222	-.001460	.003236	.002731	-.003464	-.001332
P9709	2010-05-18	3	.016953	.015953	-.008740	-.008662	.008318	.007295	.008456	.005576	-.003970	-.003779
P9709	2010-05-18	2	.016953	.015953	-.011600	-.011019	.003705	.001614	.008611	.004864	-.006754	-.004648
P9709	2010-05-18	1	.016953	.015953	-.011944	-.011632	.004770	.004115	.013034	.008626	-.009774	-.007241
P9709	2010-05-17	2	-.052048	-.052048	-.009286	-.011403	-.001968	.001055	.004378	.005620	-.007827	-.008776
P9709	2010-05-17	3	-.052048	-.052048	-.005487	-.007092	-.004320	-.004004	.002909	.002912	-.002552	-.002044
P9709	2010-05-17	1	-.052048	-.052048	-.009964	-.011951	-.001028	.002290	.001899	.003716	-.007702	-.007964
P9709	2010-05-14	3	-.004048	-.004048	.005668	.005931	-.005202	-.006269	-.002205	-.001922	-.000136	.000864
P9709	2010-05-14	1	-.004048	-.004048	.009985	.009574	-.003541	-.005011	-.000623	-.002474	.000829	.002838
P9709	2010-05-14	2	-.004048	-.004048	.009807	.009777	-.002671	-.004185	-.001975	-.002863	.002022	.002966
P9709	2010-05-13	1	.022953	.020953	.000037	.001317	-.000350	-.001403	.003125	-.000903	-.003554	-.000986
P9709	2010-05-13	2	.022953	.020953	.000854	.002383	-.002180	-.003670	.003335	.000841	-.001603	.000339
P9709	2010-05-13	3	.022953	.020953	.000997	.001332	-.000443	-.001296	.003041	.001806	-.001771	-.000838
P9709	2010-05-12	3	.002953	.001953	-.019168	-.019284	.006439	.007252	.004396	.003792	-.002315	-.004048
P9709	2010-05-12	2	.002953	.001953	-.027958	-.028571	.004539	.007134	.004278	.005168	-.007286	-.008854
P9709	2010-05-12	1	.002953	.001953	-.027746	-.027727	.008312	.010554	.004858	.006631	-.008284	-.010147
P9709	2010-05-11	2	-.021048	-.021048	-.007811	-.005881	.003513	.007352	.002762	.006248	-.003392	-.005557
P9709	2010-05-11	3	-.021048	-.021048	-.007236	-.005205	.001657	.004470	.001416	.004355	-.002099	-.002140
P9709	2010-05-11	1	-.021048	-.021048	-.007766	-.005481	.004662	.008736	.004596	.010438	-.004271	-.007574
P9709	2010-05-10	2	.001953	-.000048	-.020690	-.019377	.002525	.004153	.003249	.004004	-.003509	-.003688
P9709	2010-05-10	1	.001953	-.000048	-.020482	-.018727	.002968	.005347	.006546	.008564	-.001756	-.003915
P9709	2010-05-10	3	.001953	-.000048	-.015811	-.013683	.005330	.007232	.003095	.003356	-.001174	-.000862
P9709	2010-05-07	3	-.018048	-.019048	.006914	.007276	-.006464	-.005800	-.000015	-.000787	-.001929	-.002934
P9709	2010-05-07	2	-.018048	-.019048	.003304	.003255	-.007501	-.006308	.001213	-.000059	-.004424	-.004999
P9709	2010-05-07	1	-.018048	-.019048	.002384	.002625	-.007717	-.005831	-.001331	-.000518	.000252	-.000769
P9709	2010-05-06	1	-.039048	-.039048	.012944	.011966	-.000264	-.001705	-.005598	-.006339	.000788	.002217
P9709	2010-05-06	2	-.039048	-.039048	.012991	.012416	.000031	-.001163	-.003637	-.004235	-.000541	-.000572
P9709	2010-05-06	3	-.039048	-.039048	.009910	.009608	-.003998	-.005145	-.003105	-.002390	.001599	.002110
P9709	2010-05-05	3	.009953	.009953	.018572	.018536	-.004372	-.004733	-.004303	-.005471	.001886	.000990
P9709	2010-05-05	2	.009953	.009953	.023721	.024374	-.001495	-.002633	-.004679	-.006245	-.000046	.002088
P9709	2010-05-05	1	.009953	.009953	.023964	.024444	.000504	-.001304	-.006684	-.008117	-.005996	-.002638
P9709	2010-05-04	2	-.011048	-.011048	.011996	.009545	-.000788	-.002360	-.000372	-.001407	-.003365	-.001012
P9709	2010-05-04	3	-.011048	-.011048	.009972	.008629	-.003854	-.004690	-.000443	-.000541	.000594	.001652
P9709	2010-05-04	1	-.011048	-.011048	.011601	.009189	-.000554	-.002929	-.002587	-.005261	-.005171	-.002339
P9709	2010-04-30	2	-.002048	-.002048	-.033110	-.034720	.004755	.006822	.012248	.014738	-.008648	-.007258
P9709	2010-04-30	1	-.002048	-.002048	-.033362	-.034590	.007733	.010096	.014514	.018543	-.008304	-.007873
P9709	2010-04-30	3	-.002048	-.002048	-.024775	-.024777	.008372	.009328	.012888	.015147	-.004080	-.002914
P9709	2010-04-29	1	-.013048	-.013048	-.015816	-.016993	.004401	.005707	.004841	.005882	-.005284	-.005752
P9709	2010-04-29	2	-.013048	-.013048	-.015820	-.017220	.001170	.003311	.002447	.003828	-.007013	-.007496
P9709	2010-04-29	3	-.013048	-.013048	-.011030	-.011276	.002347	.003373	.001335	.001385	-.003187	-.002937
P9709	2010-04-28	2	-.003048	-.003048	-.001387	-.004703	.002347	.001918	.003946	.002927	-.002756	.000332
P9709	2010-04-28	1	-.003048	-.003048	-.001939	-.005505	.003233	.002065	.004590	.001401	-.000246	.003521
P9709	2010-04-28	3	-.003048	-.003048	.002059	.000154	.003787	.003829	.003637	.003513	-.001874	.000712
P9709	2010-04-27	1	-.020048	-.021048	-.005641	-.005595	.000233	.000345	.004642	.002936	-.007483	-.006424
P9709	2010-04-27	2	-.020048	-.021048	-.005630	-.005622	-.001857	-.002231	.003544	.001684	-.004999	-.005394
P9709	2010-04-27	3	-.020048	-.021048	-.004082	-.004134	-.004277	-.006186	.002530	.000531	-.002901	-.003518
P9709	2010-04-26	2	-.005048	-.005048	.002375	.002760	.002060	.001900	-.000529	-.000741	.001049	-.000443
P9709	2010-04-26	1	-.005048	-.005048	.002048	.002152	.001860	.000534	-.001058	-.001025	-.000214	-.000940
P9709	2010-04-26	3	-.005048	-.005048	-.000041	-.000361	.001258	.001277	.000222	.000373	.002131	.002296
P9709	2010-04-23	1	-.006048	-.006048	-.001481	-.001096	-.000943	-.000726	.005690	.005631	-.006816	-.006704
P9709	2010-04-23	2	-.006048	-.006048	-.001852	-.001519	.000366	.000696	.003505	.003690	-.003957	-.004261
P9709	2010-04-23	3	-.006048	-.006048	.000387	.001430	.000610	.001020	.003075	.003396	-.001875	-.002419
P9709	2010-04-22	2	-.010048	-.010048	.013929	.015412	-.001865	-.003030	-.002909	-.004356	.003318	.003072
P9709	2010-04-22	1	-.010048	-.010048	.013754	.015082	-.006581	-.007588	-.000947	-.001801	.003172	.002122
P9709	2010-04-22	3	-.010048	-.010048	.008551	.008949	-.005125	-.006120	-.001973	-.001966	-.000931	-.001566
P9709	2010-04-21	1	.020953	.020953	.007490	.008448	-.004340	-.005877	-.000264	-.002614	-.000576	.000735
P9709	2010-04-21	2	.020953	.020953	.007208	.008321	-.004048	-.005787	-.001664	-.003572	.002543	.003633
P9709	2010-04-21	3	.020953	.020953	.002736	.002188	-.006104	-.007555	-.001193	-.001890	-.000288	-.000606
P9709	2010-04-20	1	.000953	-.000048	.010362	.008837	-.009072	-.010481	-.000869	-.003138	.003029	.004142
P9709	2010-04-20	2	.000953	-.000048	.010512	.008844	-.006057	-.008190	-.000976	-.001770	.004699	.006418
P9709	2010-04-20	3	.000953	-.000048	.008394	.005960	-.006329	-.007886	.000128	.000537	.007281	.008676
P9709	2010-04-19	1	-.049048	-.048048	.006914	.005966	-.006309	-.006001	.001651	.003095	.001094	-.000839
P9709	2010-04-19	2	-.049048	-.048048	.007743	.006990	-.004220	-.003441	.002197	.003931	-.000665	-.002609
P9709	2010-04-19	3	-.049048	-.048048	.007007	.006609	-.007615	-.007834	.001870	.003625	.000980	.000818
P9709	2010-04-16	1	-.010048	-.009048	.008314	.009154	.000193	-.000750	-.003139	-.004100	.000225	-.000759
P9709	2010-04-16	2	-.010048	-.009048	.008161	.009048	.001201	.000603	-.001281	-.002361	.002325	.001306
P9709	2010-04-16	3	-.010048	-.009048	.005007	.005181	.000135	-.000210	.000118	-.000581	.000739	.000023
P9709	2010-04-15	2	-.004048	-.003048	-.006558	-.009502	.001127	.002890	-.000029	.002933	.003040	.003430
P9709	2010-04-15	3	-.004048	-.003048	-.003925	-.005552	.000893	.002610	-.000149	.001303	.003419	.004886
P9709	2010-04-15	1	-.004048	-.003048	-.006799	-.009572	.000869	.003159	-.001318	.001708	.004320	.003611
P9709	2010-04-14	2	.002953	.001953	.009429	.010329	-.002490	-.003618	-.001639	-.003118	.002461	.003455
P9709	2010-04-14	1	.002953	.001953	.009558	.010394	-.004343	-.005228	-.000926	-.003521	.001584	.003213
P9709	2010-04-14	3	.002953	.001953	.008068	.007873	-.002009	-.002316	-.001109	-.001314	.002037	.002410
P9709	2010-04-13	1	.006953	.006953	-.026243	-.027080	.000515	.003728	.006710	.010075	-.002150	-.004794
P9709	2010-04-13	3	.006953	.006953	-.019474	-.019145	.002111	.003599	.006573	.007125	-.001959	-.002575
P9709	2010-04-13	2	.006953	.006953	-.026050	-.027665	-.000874	.001322	.006897	.009308	-.003758	-.004197
P9709	2010-04-12	2	-.005048	-.004048	.013847	.012398	-.002240	-.003560	-.004995	-.005490	.005779	.006362
P9709	2010-04-12	1	-.005048	-.004048	.014046	.012511	-.004247	-.006134	-.006390	-.007546	.003219	.004072
P9709	2010-04-12	3	-.005048	-.004048	.008784	.006930	-.005014	-.006780	-.003785	-.003227	.003736	.003761
P9709	2010-04-09	1	.009953	.010953	.005424	.005282	-.000473	-.002252	-.000898	-.002152	.000537	.001529
P9709	2010-04-09	3	.009953	.010953	.004178	.003210	-.000165	-.001284	-.000140	-.000086	.000692	.000916
P9709	2010-04-09	2	.009953	.010953	.005437	.005358	-.000553	-.002378	-.000587	-.001240	.000923	.001856
P9709	2010-04-08	2	-.009048	-.009048	.008838	.009331	-.001979	-.001741	-.003125	-.003943	.003617	.003072
P9709	2010-04-08	1	-.009048	-.009048	.008753	.009030	-.002425	-.002942	-.005531	-.006577	.001920	.002471
P9709	2010-04-08	3	-.009048	-.009048	.006223	.006012	-.005355	-.005462	-.002762	-.003217	.002796	.002229
P9709	2010-04-07	1	-.002048	-.002048	.007617	.007871	-.001912	-.002492	-.000704	-.000909	.000688	.000535
P9709	2010-04-07	3	-.002048	-.002048	.005561	.005676	-.002030	-.003060	-.000251	-.000380	.000424	.000045
P9709	2010-04-07	2	-.002048	-.002048	.007548	.007641	-.001226	-.002192	-.000362	-.000638	.000033	-.000099
P9709	2010-04-06	2	-.000048	.000953	.005511	.004127	-.000042	-.000076	-.003601	-.003749	.001157	.002108
P9709	2010-04-06	1	-.000048	.000953	.005331	.003884	-.000039	-.000903	-.005247	-.005936	.001702	.002855
P9709	2010-04-06	3	-.000048	.000953	.005430	.004073	-.000533	-.000352	-.003359	-.002953	.000613	.002295
P9709	2010-04-02	1	.002953	.003953	.000300	-.000143	-.001111	-.001547	-.000841	-.000065	.002165	.001259
P9709	2010-04-02	3	.002953	.003953	-.000591	-.000932	.001264	.001492	-.000138	-.000390	.000838	.001110
P9709	2010-04-02	2	.002953	.003953	.000153	-.000307	.000477	-.000058	.000506	.000791	.001229	.001327
P9709	2010-04-01	3	.012953	.011953	.001940	.002636	.001813	.001254	.000871	.000450	-.000130	.000006
P9709	2010-04-01	2	.012953	.011953	.002642	.003761	.000409	-.000980	.000860	-.000187	.000341	.001044
P9709	2010-04-01	1	.012953	.011953	.002725	.003854	.000229	-.000875	.000730	-.000524	-.000672	-.000622
P9709	2010-03-31	3	-.005048	-.004048	.008021	.008180	-.003647	-.004308	.000269	-.000381	.000277	-.000468
P9709	2010-03-31	2	-.005048	-.004048	.009909	.010336	-.003314	-.003820	-.000208	-.000729	.001541	.001538
P9709	2010-03-31	1	-.005048	-.004048	.009950	.010432	-.003245	-.003803	.000325	-.000176	-.000108	-.000086
P9709	2010-03-30	2	.002953	.002953	.004495	.004041	-.000191	-.000829	-.000904	-.001766	-.000787	-.000061
P9709	2010-03-30	1	.002953	.002953	.004432	.004144	-.000414	-.001499	-.001291	-.002051	-.001244	-.000710
P9709	2010-03-30	3	.002953	.002953	.004503	.004013	-.000212	-.000694	-.001774	-.002681	-.000561	-.000471
P9709	2010-03-29	2	.020953	.020953	-.014770	-.014559	-.000273	-.000329	.005481	.003689	-.004146	-.003224
P9709	2010-03-29	3	.020953	.020953	-.009457	-.009047	.002134	.002178	.004934	.003403	-.001329	-.001738
P9709	2010-03-29	1	.020953	.020953	-.014918	-.014560	.001974	.002009	.006763	.003946	-.005172	-.004249
P9709	2010-03-26	2	.013953	.012953	.000058	-.000417	-.000519	-.000541	-.000994	-.001952	.000193	.001169
P9709	2010-03-26	1	.013953	.012953	.000057	-.000439	-.000772	-.000366	.000026	-.000979	-.000300	.000324
P9709	2010-03-26	3	.013953	.012953	.000553	.000046	.000787	.000730	-.000530	-.001315	.001056	.001106
P9709	2010-03-25	3	-.012048	-.012048	.000889	.000812	.000604	-.000036	.002533	.003294	-.001250	-.000581
P9709	2010-03-25	2	-.012048	-.012048	.000638	.000643	.000755	.000546	.002781	.003612	-.003169	-.003240
P9709	2010-03-25	1	-.012048	-.012048	.000817	.000562	.002229	.002212	.005191	.005777	-.004705	-.004343
P9709	2010-03-24	1	.002953	.001953	.003257	.003105	.000816	-.000179	.001200	.000303	-.001976	-.000916
P9709	2010-03-24	3	.002953	.001953	.003067	.002890	.000365	-.000816	.001017	.000763	.001479	.001673
P9709	2010-03-24	2	.002953	.001953	.003370	.003267	.000174	-.000658	.000634	.000189	.000106	.000579
P9709	2010-03-23	2	-.007048	-.006048	.003155	.002117	-.000788	-.001323	.003688	.003787	-.001963	-.001664
P9709	2010-03-23	1	-.007048	-.006048	.002966	.001903	-.001565	-.001979	.002919	.002336	-.002270	-.000873
P9709	2010-03-23	3	-.007048	-.006048	.002578	.001718	-.002571	-.003375	.002710	.002436	-.001042	-.000731
P9709	2010-03-22	2	.002953	.002953	.005795	.006718	-.001808	-.000462	-.003091	-.001914	.002302	.001515
P9709	2010-03-22	3	.002953	.002953	.004722	.004780	-.003116	-.002089	-.003085	-.002243	.001915	.001187
P9709	2010-03-22	1	.002953	.002953	.005795	.006807	-.000851	.000447	-.004508	-.002907	.000689	-.000296
P9709	2010-03-19	1	.007953	.007953	.000703	.000199	.001343	.000625	-.000454	-.002711	.000723	.001497
P9709	2010-03-19	3	.007953	.007953	-.000885	-.001405	.003200	.002817	-.002552	-.003092	-.001989	-.001827
P9709	2010-03-19	2	.007953	.007953	.000258	-.000222	.001827	.000525	-.003419	-.004960	.000038	.000987
P9709	2010-03-18	1	-.001048	-.001048	.005126	.006556	.000284	.001170	-.003164	-.002697	.003862	.002750
P9709	2010-03-18	2	-.001048	-.001048	.004755	.006116	.000534	.001051	-.002398	-.002398	.003322	.002724
P9709	2010-03-18	3	-.001048	-.001048	.002135	.003089	-.000559	-.000393	-.000703	-.001080	.001135	.000096
P9709	2010-03-17	1	.020953	.019953	.004320	.005196	-.003477	-.004758	.000337	-.001387	.000006	.001280
P9709	2010-03-17	3	.020953	.019953	.003148	.003305	.000684	.000268	.000333	.000039	.001097	.001191
P9709	2010-03-17	2	.020953	.019953	.004294	.005083	-.002254	-.003965	.000043	-.001251	.000562	.002124
P9709	2010-03-16	1	.006953	.005953	.004980	.004348	.000101	-.000956	-.003780	-.005621	.002410	.003645
P9709	2010-03-16	2	.006953	.005953	.004924	.004526	-.000728	-.001758	-.003647	-.004683	.002519	.003389
P9709	2010-03-16	3	.006953	.005953	.004424	.003524	.001499	.001015	-.002695	-.003124	.002470	.002596
P9709	2010-03-15	3	-.012048	-.012048	.005549	.005261	-.003052	-.002963	-.001382	-.000727	.000617	.000449
P9709	2010-03-15	2	-.012048	-.012048	.005896	.005592	.000042	.000482	-.001524	-.000830	.002062	.000433
P9709	2010-03-15	1	-.012048	-.012048	.005947	.005583	-.000865	.000240	-.002382	-.000228	.001702	-.000026
P9709	2010-03-12	1	-.013048	-.012048	-.001549	-.001133	.000858	.002304	.002995	.004827	-.001140	-.002486
P9709	2010-03-12	2	-.013048	-.012048	-.001607	-.001384	.000614	.001712	.001254	.002444	-.000984	-.002208
P9709	2010-03-12	3	-.013048	-.012048	-.000494	-.000541	-.000197	.000032	.000929	.001604	-.001122	-.001512
P9709	2010-03-11	1	-.000048	.000953	-.003991	-.005485	.002089	.002606	-.000148	.001487	.001292	.001376
P9709	2010-03-11	2	-.000048	.000953	-.003493	-.004930	.001125	.002070	.001694	.003518	-.000644	-.000871
P9709	2010-03-11	3	-.000048	.000953	-.000252	-.000817	.001582	.001717	.000497	.001117	-.000454	.000142
P9709	2010-03-10	2	-.008048	-.007048	-.002796	-.003957	-.000048	-.000141	.000824	.001540	.001097	.001216
P9709	2010-03-10	1	-.008048	-.007048	-.002940	-.004237	-.000416	-.000683	.000527	.001270	.003993	.003924
P9709	2010-03-10	3	-.008048	-.007048	-.001061	-.001605	-.000550	-.000664	.000693	.001243	.000896	.001447
P9709	2010-03-09	2	.005953	.004953	-.003349	-.003794	.001727	.000934	.000680	.000499	-.002406	-.002930
P9709	2010-03-09	3	.005953	.004953	-.000068	-.000266	.002946	.002531	.000419	.000139	-.001322	-.001811
P9709	2010-03-09	1	.005953	.004953	-.003455	-.003733	.002079	.002979	.001132	.001000	-.000104	-.001347
P9709	2010-03-08	1	.007953	.007953	.004940	.004999	-.001184	-.002456	-.001512	-.003389	-.000800	.000812
P9709	2010-03-08	3	.007953	.007953	.004467	.004724	.000993	.000262	-.001403	-.002332	-.000083	.000200
P9709	2010-03-08	2	.007953	.007953	.004647	.004673	-.000496	-.002257	-.001195	-.002648	-.000585	.000850
P9709	2010-03-05	2	.001953	.002953	-.001038	-.001396	-.000413	-.001594	-.002980	-.003962	.005149	.006082
P9709	2010-03-05	3	.001953	.002953	-.001912	-.001867	-.000048	.000205	-.002663	-.003477	.003770	.004222
P9709	2010-03-05	1	.001953	.002953	-.000957	-.001209	-.000761	-.002410	-.004331	-.005938	.005501	.006527
P9709	2010-03-04	3	-.025048	-.025048	-.005080	-.005490	.001023	.001268	.004473	.004114	-.002278	-.002954
P9709	2010-03-04	2	-.025048	-.025048	-.008116	-.009314	.001457	.002898	.005297	.005677	-.005354	-.006282
P9709	2010-03-04	1	-.025048	-.025048	-.008351	-.009321	.002274	.003454	.005722	.006547	-.005499	-.006754
P9709	2010-03-03	1	.007953	.007953	.004709	.004853	-.001275	-.002385	-.005283	-.004703	.003352	.003673
P9709	2010-03-03	2	.007953	.007953	.004491	.004996	-.001238	-.002542	-.005023	-.004300	.003222	.003326
P9709	2010-03-03	3	.007953	.007953	.001797	.002391	-.002573	-.003003	-.005408	-.004723	.000519	.000434
P9709	2010-03-02	3	-.003048	-.004048	.005214	.005092	-.002272	-.003021	-.000692	-.001150	.003369	.003245
P9709	2010-03-02	2	-.003048	-.004048	.005830	.006355	-.002322	-.002207	-.001224	-.001954	.001069	.001536
P9709	2010-03-02	1	-.003048	-.004048	.006017	.006426	-.002865	-.003175	-.002176	-.002912	-.000037	.001688
P9709	2010-03-01	2	.012953	.011953	.002684	.001665	-.001952	-.003077	-.001599	-.001663	.001186	.002113
P9709	2010-03-01	3	.012953	.011953	.004204	.003030	-.000373	-.000539	-.001672	-.001554	.001579	.002089
P9709	2010-03-01	1	.012953	.011953	.002861	.001941	-.001744	-.001950	-.002275	-.001748	.001943	.002262
P9709	2010-02-26	1	-.002048	-.003048	.006397	.006183	-.000101	-.002303	-.004955	-.007205	-.001481	-.001476
P9709	2010-02-26	2	-.002048	-.003048	.006693	.006560	-.001109	-.002468	-.001551	-.003116	-.001552	-.001674
P9709	2010-02-26	3	-.002048	-.003048	.006852	.007346	-.000137	-.002149	-.000897	-.002854	-.001111	-.002414
P9709	2010-02-25	1	.013953	.013953	.002905	.003488	-.001477	-.002409	-.001342	-.003944	-.000632	.000672
P9709	2010-02-25	2	.013953	.013953	.002886	.003514	-.001183	-.001440	-.000620	-.002320	.001022	.002006
P9709	2010-02-25	3	.013953	.013953	.003087	.003348	.000485	.000221	-.000297	-.001918	.000828	.000684
P9709	2010-02-24	2	.013953	.014953	.006954	.008580	-.001281	-.002244	.002847	.001981	.000414	.000254
P9709	2010-02-24	1	.013953	.014953	.007297	.008633	-.000412	-.001207	.003401	.002181	-.000176	-.000483
P9709	2010-02-24	3	.013953	.014953	.003267	.003751	-.002638	-.003563	.002689	.001720	-.000365	-.000996
P9709	2010-02-23	1	-.006048	-.007048	.017653	.017046	.004280	.002574	-.005974	-.006634	.002128	.002427
P9709	2010-02-23	2	-.006048	-.007048	.017273	.016955	.001710	.000620	-.005295	-.006079	.004133	.003212
P9709	2010-02-23	3	-.006048	-.007048	.011855	.011250	-.001575	-.001645	-.003401	-.002926	.002287	.002814
P9709	2010-02-22	3	-.005048	-.004048	.008716	.008436	-.001120	-.001017	-.003133	-.003082	-.000641	-.000675
P9709	2010-02-22	1	-.005048	-.004048	.010360	.010213	.000267	.000125	-.005171	-.004544	.003085	.003004
P9709	2010-02-22	2	-.005048	-.004048	.010397	.010219	.000508	.000269	-.003218	-.003312	.002288	.001968
P9709	2010-02-12	3	.011953	.011953	.002609	.001765	.001416	.000092	.002731	.001586	-.001211	-.000477
P9709	2010-02-12	2	.011953	.011953	.006575	.006420	-.006824	-.010342	.002045	.000604	.004729	.007117
P9709	2010-02-12	1	.011953	.011953	.007548	.007762	-.012403	-.017756	.003719	.001350	.010157	.014922
P9709	2010-02-11	1	.000953	.000953	-.005295	-.004190	.000807	.001843	.004579	.004587	-.001380	-.001243
P9709	2010-02-11	3	.000953	.000953	-.004018	-.002599	.002307	.002259	.004993	.005445	-.000194	.000778
P9709	2010-02-11	2	.000953	.000953	-.005051	-.003881	.001237	.001458	.005090	.004825	-.001399	-.000839
P9709	2010-02-10	3	.011953	.011953	-.000972	-.001174	-.000920	-.001666	-.000390	-.000705	.000824	.000262
P9709	2010-02-10	2	.011953	.011953	-.000537	-.000393	-.001774	-.002990	.000005	-.000457	.001085	.001567
P9709	2010-02-10	1	.011953	.011953	-.000632	-.000582	-.001355	-.002358	-.001284	-.002543	-.000036	.000885
P9709	2010-02-09	2	.002953	.003953	-.004372	-.004816	.001972	.001656	.001235	.001277	-.000930	.000458
P9709	2010-02-09	1	.002953	.003953	-.004188	-.004599	.002734	.002121	.002207	.002328	-.000809	.000346
P9709	2010-02-09	3	.002953	.003953	-.003367	-.003688	.003397	.003852	.001073	.001217	.000388	.001015
P9709	2010-02-08	1	-.001048	-.001048	.001405	.001009	-.004076	-.003481	-.004251	-.005025	.007082	.006881
P9709	2010-02-08	3	-.001048	-.001048	.000899	.000399	-.002048	-.000148	-.002586	-.002238	.002442	.002474
P9709	2010-02-08	2	-.001048	-.001048	.001462	.000799	-.001192	-.000286	-.003327	-.003888	.005774	.005996
P9709	2010-02-05	3	-.019048	-.019048	.001180	.001151	-.003459	-.002705	-.003936	-.002180	-.000199	-.000317
P9709	2010-02-05	2	-.019048	-.019048	.001512	.001463	-.002590	-.001109	-.003832	-.001401	.000583	-.000651
P9709	2010-02-05	1	-.019048	-.019048	.001118	.001117	-.004812	-.002936	-.005091	-.001762	.001069	-.000947
P9709	2010-02-04	1	-.001048	-.002048	.012828	.012786	-.004750	-.006613	-.009697	-.012873	.005531	.006872
P9709	2010-02-04	2	-.001048	-.002048	.012471	.012541	-.003548	-.005020	-.008707	-.010938	.004931	.006319
P9709	2010-02-04	3	-.001048	-.002048	.009004	.009417	-.005739	-.005969	-.008217	-.009398	.001254	.002010
P9709	2010-02-03	3	.022953	.022953	-.000824	-.000730	.005365	.005989	.000351	.000816	-.003124	-.002824
P9709	2010-02-03	1	.022953	.022953	-.006106	-.005960	.001825	.002131	.002393	.002611	.000638	-.000017
P9709	2010-02-03	2	.022953	.022953	-.006108	-.006388	.002131	.002280	.000716	.001191	-.001801	-.001175
P9709	2010-02-02	3	-.002048	-.003048	.000371	-.000855	.002942	.002263	-.001560	-.002260	.000503	.001774
P9709	2010-02-02	1	-.002048	-.003048	-.001874	-.003746	.005306	.003373	-.000544	-.002552	-.000009	.002282
P9709	2010-02-02	2	-.002048	-.003048	-.001932	-.003849	.001739	.001122	-.001701	-.002705	-.000489	.001372
P9709	2010-02-01	1	-.014048	-.016048	.003183	.003379	-.006193	-.006254	-.002809	-.004674	-.004233	-.001717
P9709	2010-02-01	2	-.014048	-.016048	.003103	.003223	-.004382	-.005161	-.002620	-.004270	-.002938	-.001184
P9709	2010-02-01	3	-.014048	-.016048	.001993	.001530	-.003816	-.004709	-.001436	-.001919	.000405	.000571
P9709	2010-01-29	2	-.000048	-.000048	.008205	.008916	-.000813	-.001148	-.002497	-.002523	.002250	.002119
P9709	2010-01-29	3	-.000048	-.000048	.006129	.006308	-.002882	-.003026	-.002565	-.002043	.001296	.000975
P9709	2010-01-29	1	-.000048	-.000048	.008128	.008801	-.001902	-.002370	-.003586	-.002277	.003187	.003401
P9709	2010-01-28	2	.002953	.002953	.007296	.007981	-.000418	-.001928	.000200	-.001858	.002588	.002827
P9709	2010-01-28	1	.002953	.002953	.007302	.007718	-.004083	-.005463	.001163	-.001896	.000680	.001283
P9709	2010-01-28	3	.002953	.002953	.002730	.002599	-.001355	-.002039	.000421	-.000466	.000137	.000394
P9709	2010-01-27	2	-.013048	-.012048	.003256	.000869	.002460	.000914	.002974	.001875	.001148	.001907
P9709	2010-01-27	3	-.013048	-.012048	-.000353	-.001964	-.000080	-.000978	.002671	.001639	-.001889	-.001241
P9709	2010-01-27	1	-.013048	-.012048	.003289	.000519	-.000069	-.002042	.004712	.003005	-.001128	-.000224
P9709	2010-01-26	2	-.025048	-.025048	-.011339	-.012510	-.002645	-.000660	.005064	.005042	-.006135	-.006114
P9709	2010-01-26	1	-.025048	-.025048	-.011807	-.012975	-.001511	.000129	.006838	.005926	-.005695	-.004253
P9709	2010-01-26	3	-.025048	-.025048	-.005621	-.006170	-.002085	-.002262	.005634	.005608	-.001012	-.000904
P9709	2010-01-25	2	-.012048	-.011048	-.002817	-.003682	-.001251	-.000806	.003064	.003366	.001663	.001190
P9709	2010-01-25	3	-.012048	-.011048	-.002748	-.003433	-.002126	-.002033	.003126	.003566	.000179	-.000256
P9709	2010-01-25	1	-.012048	-.011048	-.003191	-.003790	-.003620	-.002656	.002457	.002447	.003872	.002589
P9709	2010-01-22	2	-.011048	-.011048	-.011588	-.013492	-.000821	.002528	-.003420	-.000503	-.007030	-.008869
P9709	2010-01-22	1	-.011048	-.011048	-.011982	-.013492	.004511	.006939	-.005991	-.000907	-.007689	-.009968
P9709	2010-01-22	3	-.011048	-.011048	-.004849	-.005824	-.000081	.001723	-.003917	-.002711	-.000456	-.001768
P9709	2010-01-21	3	.005953	.003953	.007482	.007540	-.003840	-.004026	-.003478	-.004203	.001851	.001429
P9709	2010-01-21	2	.005953	.003953	.003675	.004450	-.003842	-.003693	-.004289	-.005720	-.000107	-.000059
P9709	2010-01-21	1	.005953	.003953	.003227	.004233	-.002700	-.002641	-.004662	-.005538	.002500	.003941
P9709	2010-01-20	1	-.032048	-.031048	-.002522	-.003028	-.002226	-.000128	-.001609	.001559	-.000716	-.002490
