MarkettypeID	TradingDate	Portfolios	RiskPremium1	RiskPremium2	SMB1	SMB2	HML1	HML2	RMW1	RMW2	CMA1	CMA2
P9709	2018-04-27	1	.002969	.002969	-.001730	-.002407	.003379	.003429	.003004	.003353	.000066	-.000627
P9709	2018-04-27	2	.002969	.002969	-.002116	-.002695	.003094	.002722	.000627	.000722	.001699	.001069
P9709	2018-04-27	3	.002969	.002969	-.000218	-.000580	.004514	.004040	.001022	.001944	-.001180	-.001170
P9709	2018-04-26	1	-.016031	-.017031	-.002220	-.002200	.005462	.006265	.000660	.000589	.001468	.000748
P9709	2018-04-26	2	-.016031	-.017031	-.002707	-.002733	.005568	.006025	.000744	.001039	-.000028	-.000462
P9709	2018-04-26	3	-.016031	-.017031	-.001446	-.001487	.003364	.003568	.000911	.001334	.001124	.000665
P9709	2018-04-25	1	-.003031	-.002031	.008231	.008648	-.007849	-.007461	-.001383	-.000358	-.001362	-.001285
P9709	2018-04-25	2	-.003031	-.002031	.008705	.008984	-.005195	-.004893	-.001664	-.001053	.000913	.000525
P9709	2018-04-25	3	-.003031	-.002031	.005637	.005768	-.003332	-.003156	-.002155	-.002012	-.001471	-.001440
P9709	2018-04-24	1	.020969	.021969	.000657	.001232	-.002304	-.002340	.002545	.004483	-.002290	-.001648
P9709	2018-04-24	2	.020969	.021969	.001094	.001529	-.001207	-.001582	.002407	.003317	-.001601	-.001453
P9709	2018-04-24	3	.020969	.021969	.000654	.000375	-.001393	-.001676	.000781	.000697	-.003071	-.002906
P9709	2018-04-23	1	-.002031	-.003031	-.004926	-.005013	.008032	.006874	-.001548	-.001676	.004260	.004675
P9709	2018-04-23	2	-.002031	-.003031	-.004943	-.005001	.007009	.006408	-.000891	-.000649	-.000278	.000601
P9709	2018-04-23	3	-.002031	-.003031	-.001913	-.002134	.006805	.005854	-.000671	-.000915	.001211	.001874
P9709	2018-04-20	1	-.015031	-.017031	-.006005	-.005306	.001413	.001505	.003763	.004356	-.004300	-.005217
P9709	2018-04-20	2	-.015031	-.017031	-.006525	-.005877	.002238	.002759	.001320	.002142	-.004822	-.005293
P9709	2018-04-20	3	-.015031	-.017031	-.004643	-.004505	.001333	.001639	.000517	.000666	-.002426	-.003044
P9709	2018-04-19	1	.008969	.007969	-.007717	-.007372	-.002971	-.003557	.002944	.003127	.001741	.001424
P9709	2018-04-19	2	.008969	.007969	-.007713	-.007504	-.002431	-.002595	.002350	.001798	.002156	.001890
P9709	2018-04-19	3	.008969	.007969	-.006854	-.006262	-.000046	.000195	.003017	.003598	.002171	.002014
P9709	2018-04-18	1	.008969	.009969	.004351	.004931	.001164	.000185	-.003408	-.004306	.000582	.000116
P9709	2018-04-18	2	.008969	.009969	.004702	.005230	.001761	.000969	-.000435	-.001211	-.000586	-.000709
P9709	2018-04-18	3	.008969	.009969	.005296	.005084	-.000479	-.000649	-.002203	-.003291	-.000316	-.001276
P9709	2018-04-17	1	-.016031	-.017031	-.006516	-.006314	.010786	.011064	.002047	.001211	.007776	.007072
P9709	2018-04-17	2	-.016031	-.017031	-.007068	-.006735	.007395	.007853	.002383	.001534	.003005	.002939
P9709	2018-04-17	3	-.016031	-.017031	-.004044	-.003783	.004111	.004406	.003273	.002652	.004717	.004400
P9709	2018-04-16	1	-.015031	-.013031	.005147	.005370	-.011702	-.011259	-.003769	-.004306	-.004457	-.003287
P9709	2018-04-16	2	-.015031	-.013031	.005863	.005934	-.008760	-.008568	-.003386	-.003800	-.000651	-.000669
P9709	2018-04-16	3	-.015031	-.013031	.000959	.001674	-.006498	-.005801	-.004595	-.004731	-.003754	-.004163
P9709	2018-04-13	1	-.006031	-.006031	.002180	.001289	.000077	-.001427	-.003448	-.003585	-.002106	-.001967
P9709	2018-04-13	2	-.006031	-.006031	.002250	.001371	-.000217	-.001023	-.002611	-.002745	-.001343	-.001203
P9709	2018-04-13	3	-.006031	-.006031	.000895	.000473	.000328	.000377	-.002872	-.002882	-.001850	-.002218
P9709	2018-04-12	1	-.010031	-.009031	.003200	.003800	-.003827	-.001644	.000701	.001394	.001645	.000598
P9709	2018-04-12	2	-.010031	-.009031	.003491	.004096	-.003370	-.002209	.001337	.001902	.002791	.001718
P9709	2018-04-12	3	-.010031	-.009031	.001385	.001622	-.001062	-.000606	.000431	.000554	-.000060	-.000047
P9709	2018-04-11	1	.005969	.005969	.002044	.002759	.003216	.002338	.002386	.002687	-.000966	-.000508
P9709	2018-04-11	2	.005969	.005969	.001952	.002833	.001119	.000689	.002884	.002938	-.001252	-.000863
P9709	2018-04-11	3	.005969	.005969	.001806	.002073	-.001275	-.001590	.002485	.002457	.001756	.001689
P9709	2018-04-10	1	.016969	.014969	-.012024	-.012010	.013679	.012004	.008588	.007893	.002461	.002702
P9709	2018-04-10	2	.016969	.014969	-.012972	-.012615	.010110	.009459	.006377	.006598	-.001907	-.001231
P9709	2018-04-10	3	.016969	.014969	-.006354	-.006473	.007345	.006504	.006878	.006991	.002238	.002256
P9709	2018-04-09	1	.000969	.001969	.000706	.002208	.001149	.002360	-.003155	-.002982	.001353	.000163
P9709	2018-04-09	2	.000969	.001969	.000677	.002247	.001421	.001916	-.002479	-.002439	-.000056	-.000994
P9709	2018-04-09	3	.000969	.001969	.000495	.000990	.000118	-.000516	-.003800	-.003747	-.000371	-.000090
P9709	2018-04-04	1	-.004031	-.004031	-.000793	-.000531	.000072	.001059	.003237	.003486	.001254	.001248
P9709	2018-04-04	2	-.004031	-.004031	-.001037	-.000742	-.000681	.000085	.002882	.003256	.000397	.000296
P9709	2018-04-04	3	-.004031	-.004031	-.000818	-.000454	-.000036	.000135	.003452	.003664	.001641	.001930
P9709	2018-04-03	1	-.008031	-.008031	-.000924	-.000124	-.000511	-.000439	.002987	.003391	-.002843	-.002269
P9709	2018-04-03	2	-.008031	-.008031	-.000884	.000052	-.001007	-.000972	.002709	.003397	-.001662	-.001290
P9709	2018-04-03	3	-.008031	-.008031	-.000240	.000876	-.001329	-.001115	.002486	.002727	-.000703	-.000492
P9709	2018-04-02	1	-.003031	-.002031	.004029	.004542	-.004063	-.004064	-.005896	-.005565	.002602	.002626
P9709	2018-04-02	2	-.003031	-.002031	.004619	.005064	-.003724	-.003864	-.002830	-.002305	.003439	.003851
P9709	2018-04-02	3	-.003031	-.002031	.000815	.001070	-.003365	-.004110	-.004038	-.004163	.000852	.001184
P9709	2018-03-30	1	.003969	.006969	.009598	.010335	-.011057	-.011465	-.005646	-.004410	-.005465	-.005624
P9709	2018-03-30	2	.003969	.006969	.010258	.010816	-.007732	-.008029	-.004466	-.003485	-.002580	-.002832
P9709	2018-03-30	3	.003969	.006969	.005788	.006697	-.006879	-.006038	-.006031	-.005466	-.005128	-.005815
P9709	2018-03-29	1	.013969	.012969	-.002715	-.002441	.006701	.006251	.004153	.003448	.003247	.003309
P9709	2018-03-29	2	.013969	.012969	-.003166	-.002853	.005590	.005358	.003366	.002918	.001778	.001782
P9709	2018-03-29	3	.013969	.012969	-.000743	-.000586	.005007	.005013	.004252	.003483	.003136	.002581
P9709	2018-03-28	1	-.013031	-.013031	.008925	.008848	.003427	.002483	-.003783	-.003521	-.002552	-.001683
P9709	2018-03-28	2	-.013031	-.013031	.009037	.009053	.002404	.001592	-.003217	-.003466	-.003454	-.002691
P9709	2018-03-28	3	-.013031	-.013031	.008459	.008169	-.000758	-.000995	-.003555	-.003960	-.001607	-.001808
P9709	2018-03-27	1	.011969	.014969	.013148	.012776	-.011625	-.012529	-.008558	-.008271	-.001546	-.001555
P9709	2018-03-27	2	.011969	.014969	.014322	.013768	-.008474	-.009238	-.004840	-.005375	.002128	.002211
P9709	2018-03-27	3	.011969	.014969	.008721	.008801	-.006994	-.007265	-.005294	-.005632	-.001649	-.001630
P9709	2018-03-26	1	-.004031	-.001031	.010771	.009949	-.016891	-.018226	-.009218	-.008230	-.006343	-.005713
P9709	2018-03-26	2	-.004031	-.001031	.012542	.011544	-.013198	-.013401	-.006635	-.005854	.000017	-.000222
P9709	2018-03-26	3	-.004031	-.001031	.005180	.004731	-.008131	-.007941	-.008447	-.007666	-.006312	-.006678
P9709	2018-03-23	1	-.036031	-.039031	-.019118	-.018191	.005802	.008331	.015899	.016964	-.003952	-.004127
P9709	2018-03-23	2	-.036031	-.039031	-.020630	-.019545	.004200	.005952	.011689	.012221	-.002852	-.003377
P9709	2018-03-23	3	-.036031	-.039031	-.015711	-.014856	.003054	.003627	.011432	.012121	-.001265	-.000981
P9709	2018-03-22	1	-.006031	-.006031	.008700	.007578	-.001394	-.001870	-.006778	-.008743	.006740	.007243
P9709	2018-03-22	2	-.006031	-.006031	.009007	.007906	-.000007	-.000579	-.003985	-.004708	.005731	.006003
P9709	2018-03-22	3	-.006031	-.006031	.007822	.007123	-.000567	-.000856	-.003623	-.004265	.005479	.005648
P9709	2018-03-21	1	-.005031	-.005031	.000081	.000441	.002200	.003865	.001649	.001417	.004132	.003490
P9709	2018-03-21	2	-.005031	-.005031	-.000242	.000255	.001543	.002651	.001326	.001773	.003284	.003056
P9709	2018-03-21	3	-.005031	-.005031	.000063	.000417	.000432	.000219	.001300	.001468	.003924	.004447
P9709	2018-03-20	1	.003969	.003969	.000376	.000610	-.000558	-.000633	.001378	.002096	.003168	.003725
P9709	2018-03-20	2	.003969	.003969	-.000252	-.000018	-.000425	-.000158	.001233	.001778	.001817	.002324
P9709	2018-03-20	3	.003969	.003969	.000234	.000259	-.001726	-.001293	.001277	.001337	.001641	.002171
P9709	2018-03-19	1	.002969	.003969	.001730	.003169	-.004382	-.003958	.003195	.003485	-.004478	-.004345
P9709	2018-03-19	2	.002969	.003969	.002082	.003598	-.002633	-.002103	.001512	.002064	-.006704	-.006420
P9709	2018-03-19	3	.002969	.003969	.003610	.004370	-.004142	-.003548	.000487	.000622	-.005751	-.005402
P9709	2018-03-16	1	-.008031	-.007031	.008570	.007873	-.002778	-.001875	-.002501	-.002509	.000597	.000977
P9709	2018-03-16	2	-.008031	-.007031	.008610	.007931	-.001334	-.000973	-.002736	-.002287	.001328	.001618
P9709	2018-03-16	3	-.008031	-.007031	.006782	.006784	-.001083	-.000780	-.003186	-.002765	.000453	.001251
P9709	2018-03-15	1	.000969	-.001031	-.005827	-.006368	-.003268	-.003051	.000346	-.000946	-.003696	-.003062
P9709	2018-03-15	2	.000969	-.001031	-.005875	-.006514	-.001273	-.000984	.000253	-.000493	-.003100	-.003040
P9709	2018-03-15	3	.000969	-.001031	-.004298	-.004845	-.000897	-.000700	.000873	.000030	-.002349	-.002600
P9709	2018-03-14	1	-.007031	-.007031	-.004925	-.005190	.002313	.002218	.006078	.006089	.003269	.003194
P9709	2018-03-14	2	-.007031	-.007031	-.005337	-.005519	.001679	.002093	.004598	.004309	.003665	.003396
P9709	2018-03-14	3	-.007031	-.007031	-.003726	-.004343	.003251	.003169	.005118	.004654	.003575	.003288
P9709	2018-03-13	1	-.006031	-.006031	.004403	.003503	.001182	-.000391	-.004298	-.005099	-.000598	-.000898
P9709	2018-03-13	2	-.006031	-.006031	.004262	.003443	.001388	.000116	-.003264	-.003855	-.001211	-.001064
P9709	2018-03-13	3	-.006031	-.006031	.004036	.003672	-.000630	-.001149	-.002845	-.002913	-.000159	-.000418
P9709	2018-03-12	1	.006969	.007969	.008480	.008420	-.005609	-.007314	-.007566	-.007735	-.000054	.000100
P9709	2018-03-12	2	.006969	.007969	.008737	.008740	-.004665	-.005209	-.005913	-.006031	.002586	.002360
P9709	2018-03-12	3	.006969	.007969	.005170	.005343	-.003237	-.003470	-.005871	-.005652	-.001322	-.001142
P9709	2018-03-09	1	.007969	.009969	.008211	.007944	-.009752	-.010556	-.004707	-.004301	-.005773	-.005471
P9709	2018-03-09	2	.007969	.009969	.008990	.008598	-.007922	-.008772	-.004301	-.004348	-.003766	-.003610
P9709	2018-03-09	3	.007969	.009969	.005730	.005635	-.007659	-.007592	-.005844	-.005888	-.006847	-.007270
P9709	2018-03-08	1	.005969	.006969	.001693	.002064	-.003165	-.002650	.006234	.006712	-.002869	-.002420
P9709	2018-03-08	2	.005969	.006969	.002069	.002357	-.002850	-.002546	.003924	.004225	-.000633	-.000473
P9709	2018-03-08	3	.005969	.006969	.002022	.002132	.000652	.000695	.003943	.003710	-.000460	-.000387
P9709	2018-03-07	1	-.005031	-.006031	.001943	.001911	.001640	.002051	-.000971	-.000424	.000365	-.000295
P9709	2018-03-07	2	-.005031	-.006031	.001508	.001519	.000825	.000931	-.000402	-.000117	-.003133	-.002853
P9709	2018-03-07	3	-.005031	-.006031	.003557	.003885	-.002057	-.001319	-.000150	.000293	-.000482	-.000301
P9709	2018-03-06	1	.010969	.010969	-.001633	-.001773	.000829	.000442	.001646	.001584	.002459	.002142
P9709	2018-03-06	2	.010969	.010969	-.001560	-.001775	.000590	.000588	.001572	.001524	.003559	.003113
P9709	2018-03-06	3	.010969	.010969	-.001729	-.001884	.003077	.002920	.001831	.001689	.001097	.001080
P9709	2018-03-05	1	.000969	.001969	.004343	.005503	-.002469	-.001885	-.001768	-.000084	-.003145	-.003741
P9709	2018-03-05	2	.000969	.001969	.004578	.005807	-.002095	-.001498	-.001797	-.000586	-.001118	-.001668
P9709	2018-03-05	3	.000969	.001969	.001875	.002438	-.001962	-.001509	-.003691	-.003148	-.003947	-.003742
P9709	2018-03-02	1	-.007031	-.007031	.003271	.002755	-.000402	-.000297	-.001810	-.002252	.000173	.000073
P9709	2018-03-02	2	-.007031	-.007031	.003024	.002606	-.000972	-.000828	-.002267	-.002035	-.000297	-.000080
P9709	2018-03-02	3	-.007031	-.007031	.001765	.001951	-.001227	-.001646	-.001971	-.001837	-.000374	-.000259
P9709	2018-03-01	1	.006969	.007969	.008652	.008243	-.011000	-.011547	-.006576	-.007087	-.003463	-.002957
P9709	2018-03-01	2	.006969	.007969	.009414	.008945	-.007519	-.008052	-.005152	-.005279	-.002033	-.001533
P9709	2018-03-01	3	.006969	.007969	.006956	.006915	-.006998	-.006748	-.005638	-.005733	-.003250	-.003158
P9709	2018-02-28	1	-.005031	.016969	.007218	.006081	-.005373	-.006097	-.006658	-.006343	-.003595	-.003546
P9709	2018-02-28	2	-.005031	.016969	.008112	.006738	-.004152	-.004332	-.003739	-.003496	-.000295	-.000798
P9709	2018-02-28	3	-.005031	.016969	.004251	.003370	-.002205	-.002153	-.003963	-.003771	-.002534	-.002964
P9709	2018-02-27	1	-.013031	-.010031	.012296	.012244	-.011722	-.011015	-.008332	-.007130	-.003804	-.004327
P9709	2018-02-27	2	-.013031	-.010031	.013144	.012945	-.008053	-.007797	-.006546	-.005660	-.000902	-.001506
P9709	2018-02-27	3	-.013031	-.010031	.007360	.007472	-.007852	-.007179	-.007407	-.006782	-.003448	-.004012
P9709	2018-02-26	1	.013969	.015969	.005233	.005464	-.009572	-.009293	-.006659	-.004972	-.002679	-.003531
P9709	2018-02-26	2	.013969	.015969	.006062	.006121	-.007191	-.007134	-.004696	-.003465	.001027	.000111
P9709	2018-02-26	3	.013969	.015969	.001534	.001679	-.005228	-.005183	-.005842	-.004813	-.002897	-.003726
P9709	2018-02-23	1	.004969	.004969	-.001736	-.001928	.003833	.002491	.000497	.000049	.000382	.001397
P9709	2018-02-23	2	.004969	.004969	-.001777	-.002020	.003586	.002601	.000665	.000307	.000135	.000937
P9709	2018-02-23	3	.004969	.004969	-.001115	-.000823	.004052	.003701	.000415	-.000078	.000673	.001499
P9709	2018-02-22	1	.022969	.021969	-.005865	-.005181	-.001846	-.002317	-.001072	-.001005	-.001853	-.001562
P9709	2018-02-22	2	.022969	.021969	-.006034	-.005429	-.001029	-.001403	-.000097	-.000098	-.000336	-.000520
P9709	2018-02-22	3	.022969	.021969	-.006294	-.005908	-.001138	-.001760	.000189	-.000018	-.000132	-.000276
P9709	2018-02-14	1	.005969	.004969	-.000480	-.001168	-.001596	-.001744	.000973	.000722	.001855	.001735
P9709	2018-02-14	2	.005969	.004969	-.000769	-.001391	-.001960	-.001820	.000351	.000261	.000864	.000605
P9709	2018-02-14	3	.005969	.004969	-.000512	-.000793	-.001106	-.001246	.000799	.000491	.001414	.001143
P9709	2018-02-13	1	.009969	.008969	-.005431	-.005074	.004929	.005631	.003131	.003946	.000103	-.000341
P9709	2018-02-13	2	.009969	.008969	-.005911	-.005578	.003618	.004212	.002279	.002542	-.001968	-.002219
P9709	2018-02-13	3	.009969	.008969	-.002861	-.002528	.001770	.002271	.002913	.003227	.000750	.000356
P9709	2018-02-12	1	.011969	.013969	.010747	.010753	-.016958	-.015379	-.002524	-.001176	-.006504	-.006750
P9709	2018-02-12	2	.011969	.013969	.011641	.011400	-.014592	-.013195	-.002403	-.001300	.000017	-.001129
P9709	2018-02-12	3	.011969	.013969	.005581	.005250	-.008307	-.007934	-.003040	-.002450	-.003798	-.003863
P9709	2018-02-09	1	-.040031	-.040031	.011081	.010400	-.006422	-.006757	.003130	.003502	-.011262	-.011316
P9709	2018-02-09	2	-.040031	-.040031	.011000	.010419	-.005596	-.005314	.000768	.001475	-.009734	-.009856
P9709	2018-02-09	3	-.040031	-.040031	.010191	.009751	-.008239	-.006803	-.000385	.000012	-.007403	-.007817
P9709	2018-02-08	1	-.011031	-.008031	.019073	.017773	-.023715	-.022646	-.007947	-.006884	-.008034	-.007261
P9709	2018-02-08	2	-.011031	-.008031	.021179	.019376	-.019452	-.018835	-.005716	-.004691	-.000611	-.001143
P9709	2018-02-08	3	-.011031	-.008031	.013726	.012587	-.012307	-.011454	-.007459	-.006974	-.005732	-.006187
P9709	2018-02-07	1	-.021031	-.017031	.019165	.017810	-.009965	-.009697	-.014610	-.014567	.000513	.001576
P9709	2018-02-07	2	-.021031	-.017031	.020473	.018910	-.008296	-.007984	-.010461	-.010401	.003791	.004507
P9709	2018-02-07	3	-.021031	-.017031	.012878	.012466	-.003853	-.003659	-.010822	-.010200	-.001557	-.000621
P9709	2018-02-06	1	-.037031	-.039031	-.016588	-.016125	.012698	.012702	.015517	.015404	-.007178	-.007577
P9709	2018-02-06	2	-.037031	-.039031	-.018062	-.017273	.009265	.009318	.009556	.009135	-.008153	-.007734
P9709	2018-02-06	3	-.037031	-.039031	-.011152	-.010576	.007053	.006366	.010291	.010713	-.004534	-.004470
P9709	2018-02-05	1	.005969	.003969	-.006343	-.006372	.018445	.018327	-.001408	-.001492	.002895	.002972
P9709	2018-02-05	2	.005969	.003969	-.007114	-.007043	.015469	.015037	-.000751	-.000493	-.001896	-.001265
P9709	2018-02-05	3	.005969	.003969	-.001658	-.002082	.009719	.009600	-.000253	.000016	.003404	.003053
P9709	2018-02-02	1	.003969	.002969	-.016553	-.015584	.009628	.009245	.007350	.006319	.003063	.001977
P9709	2018-02-02	2	.003969	.002969	-.016682	-.015647	.007190	.006960	.007514	.006136	.005467	.004603
P9709	2018-02-02	3	.003969	.002969	-.015370	-.015773	.010516	.009391	.008092	.007321	.004979	.004673
P9709	2018-02-01	1	-.013031	-.016031	-.028583	-.025906	.020060	.019238	.020509	.021015	-.003112	-.003461
P9709	2018-02-01	2	-.013031	-.016031	-.029838	-.026899	.016564	.016150	.016249	.016159	-.008644	-.008133
P9709	2018-02-01	3	-.013031	-.016031	-.019095	-.017949	.010125	.009535	.015568	.015001	-.003710	-.003796
P9709	2018-01-31	1	-.003031	-.006031	-.020930	-.018783	.012541	.014392	.016942	.017498	-.006646	-.006970
P9709	2018-01-31	2	-.003031	-.006031	-.021636	-.019237	.009081	.010178	.011727	.012314	-.008572	-.008271
P9709	2018-01-31	3	-.003031	-.006031	-.014726	-.013615	.006283	.006854	.011261	.011218	-.001966	-.001703
P9709	2018-01-30	1	-.010031	-.009031	.006659	.006155	-.006104	-.005570	-.002133	-.002462	-.002248	-.001806
P9709	2018-01-30	2	-.010031	-.009031	.006924	.006371	-.004750	-.004231	-.001543	-.001503	.001322	.001093
P9709	2018-01-30	3	-.010031	-.009031	.005080	.004532	-.003800	-.003226	-.002031	-.002131	.000658	.000302
P9709	2018-01-29	1	-.012031	-.012031	.000018	-.000521	.009074	.008003	-.000127	-.000918	.004581	.004556
P9709	2018-01-29	2	-.012031	-.012031	-.000876	-.001216	.006333	.005934	.001967	.001247	.004957	.005023
P9709	2018-01-29	3	-.012031	-.012031	.000248	.000409	.004297	.004933	.002309	.002451	.005938	.006056
P9709	2018-01-26	1	.002969	.001969	-.004352	-.004554	.001968	.001649	.004754	.004103	.000032	.000503
P9709	2018-01-26	2	.002969	.001969	-.004792	-.005013	.002491	.002136	.002782	.002648	-.000198	.000149
P9709	2018-01-26	3	.002969	.001969	-.002998	-.003330	.003074	.002383	.002612	.002102	.000678	.000701
P9709	2018-01-25	1	-.004031	-.004031	.002008	.001354	.000750	.000177	-.003909	-.004354	.001321	.000721
P9709	2018-01-25	2	-.004031	-.004031	.001816	.001082	.000066	-.000566	-.001454	-.002107	.004147	.003325
P9709	2018-01-25	3	-.004031	-.004031	.000245	-.000214	.002839	.002962	-.000604	-.000355	.004591	.004364
P9709	2018-01-24	1	.002969	.003969	.000641	.000628	-.000547	-.001685	-.003446	-.003508	.003542	.003926
P9709	2018-01-24	2	.002969	.003969	.001188	.001128	.000452	-.000551	-.002355	-.002753	.003082	.003235
P9709	2018-01-24	3	.002969	.003969	.000118	.000130	-.000014	-.000223	-.003488	-.003652	-.001705	-.001783
P9709	2018-01-23	1	.013969	.012969	-.007793	-.006729	.012006	.011612	.003375	.003536	.001783	.001485
P9709	2018-01-23	2	.013969	.012969	-.008377	-.007018	.009496	.009001	.003356	.002842	-.004321	-.003839
P9709	2018-01-23	3	.013969	.012969	-.003553	-.003183	.002372	.002040	.003161	.003665	.002043	.002129
P9709	2018-01-22	1	.006969	.006969	-.002853	-.003863	-.009165	-.011625	.002998	.002592	-.007608	-.005543
P9709	2018-01-22	2	.006969	.006969	-.002151	-.003312	-.006937	-.008555	.001875	.001449	-.003746	-.002706
P9709	2018-01-22	3	.006969	.006969	-.003333	-.004027	-.002432	-.003098	.001447	.001527	-.004587	-.003880
P9709	2018-01-19	1	.002969	.002969	-.003957	-.003085	.006098	.008177	-.001098	-.000883	.003851	.003595
P9709	2018-01-19	2	.002969	.002969	-.004116	-.003204	.004402	.005755	-.000820	-.000760	.001925	.001859
P9709	2018-01-19	3	.002969	.002969	-.002543	-.002269	.003051	.002563	-.000866	-.000586	-.000006	.000453
P9709	2018-01-18	1	.009969	.008969	-.004116	-.003821	.009774	.008907	.001797	.001723	.000157	.001333
P9709	2018-01-18	2	.009969	.008969	-.004763	-.004267	.008407	.007972	.001975	.001799	-.005130	-.003654
P9709	2018-01-18	3	.009969	.008969	-.000659	-.000497	.002773	.002860	.002051	.001741	.001893	.002146
P9709	2018-01-17	1	-.000031	.000969	-.000501	.000758	.011251	.013241	-.003490	-.002118	.005790	.004150
P9709	2018-01-17	2	-.000031	.000969	-.000294	.001118	.008492	.009641	-.001770	-.001201	.000320	-.000660
P9709	2018-01-17	3	-.000031	.000969	.000775	.000823	.003856	.003254	-.002857	-.003276	.000360	-.000276
P9709	2018-01-16	1	.006969	.007969	-.001609	-.001290	.005579	.006600	-.000255	.000320	.001327	.001420
P9709	2018-01-16	2	.006969	.007969	-.001273	-.000977	.004823	.005817	.000283	.000981	-.001188	-.001031
P9709	2018-01-16	3	.006969	.007969	-.000854	-.000601	.004487	.004619	.000610	.000305	.000196	.000380
P9709	2018-01-15	1	-.005031	-.008031	-.016041	-.015177	.013306	.012730	.010225	.009308	-.001399	.000220
P9709	2018-01-15	2	-.005031	-.008031	-.017068	-.016019	.011489	.011145	.005997	.005842	-.007815	-.006105
P9709	2018-01-15	3	-.005031	-.008031	-.009122	-.008597	.005797	.005909	.006282	.006135	-.001222	-.000055
P9709	2018-01-12	1	.001969	-.000031	-.004227	-.004335	.001265	.001029	.006648	.004878	.001425	.002022
P9709	2018-01-12	2	.001969	-.000031	-.004822	-.004814	.001133	.000684	.004284	.003364	-.000012	.000038
P9709	2018-01-12	3	.001969	-.000031	-.001320	-.001663	.001871	.001233	.005487	.004556	.002418	.002262
P9709	2018-01-11	1	.001969	.002969	.005118	.004997	-.002584	-.003043	-.006508	-.006552	-.003902	-.004182
P9709	2018-01-11	2	.001969	.002969	.005650	.005495	-.001589	-.002143	-.004937	-.005010	-.004697	-.004531
P9709	2018-01-11	3	.001969	.002969	.004780	.004613	-.004691	-.004537	-.005039	-.005394	-.003404	-.004035
P9709	2018-01-10	1	.002969	.000969	-.008661	-.007906	.005577	.005195	.003279	.001818	.001886	.002451
P9709	2018-01-10	2	.002969	.000969	-.009214	-.008259	.004687	.004486	.000335	-.000248	-.003509	-.002880
P9709	2018-01-10	3	.002969	.000969	-.006559	-.005685	.002094	.002544	.000256	.000076	-.001192	-.000648
P9709	2018-01-09	1	.001969	.001969	-.002576	-.001801	-.003938	-.002369	.004134	.004202	-.003385	-.004054
P9709	2018-01-09	2	.001969	.001969	-.002515	-.001743	-.003318	-.002189	.001955	.002303	-.003127	-.003744
P9709	2018-01-09	3	.001969	.001969	-.001507	-.001008	-.001700	-.000971	.002036	.002324	-.001903	-.002100
P9709	2018-01-08	1	.003969	.003969	-.005317	-.005237	.003388	.003172	.004230	.004219	-.000108	.000799
P9709	2018-01-08	2	.003969	.003969	-.005570	-.005342	.002412	.002398	.002680	.002530	.003759	.003661
P9709	2018-01-08	3	.003969	.003969	-.004956	-.004343	.004619	.004328	.002774	.002417	.001511	.001302
P9709	2018-01-05	1	.001969	.001969	-.000559	-.001187	.003877	.002786	.004166	.002676	.001497	.001887
P9709	2018-01-05	2	.001969	.001969	-.000856	-.001407	.003123	.002144	.003546	.002582	.001474	.001350
P9709	2018-01-05	3	.001969	.001969	.000070	-.000159	.004049	.003293	.003830	.003022	.001980	.001723
P9709	2018-01-04	1	.003969	.003969	-.005548	-.005430	-.002493	-.001416	.002678	.002432	.003617	.003303
P9709	2018-01-04	2	.003969	.003969	-.005372	-.005374	-.002814	-.001737	.003029	.003086	.005003	.004204
P9709	2018-01-04	3	.003969	.003969	-.006239	-.006411	.001142	.001206	.003214	.003434	.003377	.003110
P9709	2018-01-03	1	.005969	.005969	.001446	.000320	-.005847	-.005862	-.001261	-.001069	-.001167	-.000335
P9709	2018-01-03	2	.005969	.005969	.001915	.000556	-.003843	-.004163	-.001201	-.001656	.001302	.001483
P9709	2018-01-03	3	.005969	.005969	.000571	-.000222	-.001304	-.001639	-.000678	-.001239	-.000935	-.001349
P9709	2018-01-02	1	.012969	.011969	-.004694	-.005061	.004611	.002970	.003778	.002810	.002565	.003143
P9709	2018-01-02	2	.012969	.011969	-.004655	-.005018	.003596	.002761	.004440	.003672	.003097	.003333
P9709	2018-01-02	3	.012969	.011969	-.002977	-.003070	.005233	.004595	.004725	.004066	.003039	.003169
P9709	2017-12-29	1	.004969	.004969	.003531	.003683	.000837	.000722	-.002087	-.001365	-.000677	-.001319
P9709	2017-12-29	2	.004969	.004969	.003634	.003658	.000657	.000837	-.001131	-.000601	-.001728	-.002131
P9709	2017-12-29	3	.004969	.004969	.003108	.003239	-.000101	.000030	-.000939	-.000915	-.002013	-.002205
P9709	2017-12-28	1	.005969	.005969	-.004000	-.004504	-.003037	-.003111	.003398	.002242	-.000908	.000322
P9709	2017-12-28	2	.005969	.005969	-.004217	-.004502	-.003035	-.002801	.002439	.001508	.001033	.001724
P9709	2017-12-28	3	.005969	.005969	-.003768	-.004504	-.001134	-.001344	.003109	.002413	.001471	.001977
P9709	2017-12-27	1	-.010031	-.009031	.004284	.003867	.003559	.002711	-.002724	-.003216	.003144	.002762
P9709	2017-12-27	2	-.010031	-.009031	.004221	.003933	.003159	.002544	-.001596	-.002513	.003550	.002927
P9709	2017-12-27	3	-.010031	-.009031	.002310	.001531	.002938	.001969	-.001625	-.001961	.003095	.003191
