MarkettypeID	TradingDate	RiskPremium1	RiskPremium2	SMB1	SMB2	HML1	HML2
P9707	2011-04-29	.023921	.023921	.003998	.004703	-.001610	-.000715
P9709	2011-04-29	.009921	.009921	.006719	.004928	-.005392	-.005199
P9709	2011-04-28	-.015079	-.016079	-.018924	-.019443	.007505	.009785
P9707	2011-04-28	-.036079	-.035079	-.010482	-.008481	.002273	.004867
P9710	2011-04-28	-.015079	-.017079	-.018937	-.019378	.007519	.009859
P9706	2011-04-28	-.014079	-.016079	-.018811	-.019196	.007707	.010227
P9705	2011-04-28	-.038079	-.036079	.004990	.004489	.010893	.011717
P9706	2011-04-27	-.004079	-.005079	-.005972	-.005971	.001559	.000954
P9710	2011-04-27	-.006079	-.007079	-.007353	-.007226	.001880	.001053
P9707	2011-04-27	-.040079	-.041079	-.013410	-.013259	.010239	.007343
P9705	2011-04-27	-.017079	-.016079	.007058	.007335	-.012708	-.013143
P9709	2011-04-27	-.005079	-.006079	-.006104	-.006203	.001330	.000542
P9709	2011-04-26	-.009079	-.010079	-.010892	-.011263	.000643	.002076
P9705	2011-04-26	-.019079	-.019079	-.009228	-.010694	-.004635	-.002477
P9710	2011-04-26	-.009079	-.010079	-.010697	-.010889	.001121	.002389
P9706	2011-04-26	-.009079	-.010079	-.010889	-.011278	.000648	.002056
P9707	2011-04-26	-.005079	-.005079	-.007738	-.007089	.003734	.003905
P9705	2011-04-25	-.027079	-.027079	-.008158	-.009996	-.008203	-.005410
P9710	2011-04-25	-.015079	-.016079	-.009986	-.009349	-.002174	-.000783
P9707	2011-04-25	-.007079	-.008079	-.013214	-.015410	-.003437	-.006358
P9706	2011-04-25	-.016079	-.016079	-.009974	-.009379	-.002339	-.000653
P9709	2011-04-25	-.016079	-.016079	-.009874	-.009209	-.002214	-.000449
P9709	2011-04-22	-.006079	-.006079	-.000084	-.000388	-.001567	-.001666
P9705	2011-04-22	-.006079	-.008079	-.007867	-.007680	-.000869	-.001196
P9706	2011-04-22	-.006079	-.006079	-.000166	-.000551	-.001706	-.001945
P9710	2011-04-22	-.006079	-.006079	.000246	-.000293	-.001986	-.002387
P9707	2011-04-22	-.004079	-.004079	.003473	.002237	-.005696	-.007422
P9707	2011-04-21	.004921	.004921	.004580	.003469	.003731	.002709
P9705	2011-04-21	.002921	.001921	.002088	.001960	-.008849	-.008668
P9706	2011-04-21	.006921	.006921	.001181	.001828	.004121	.004293
P9710	2011-04-21	.006921	.005921	.001240	.001662	.003990	.004133
P9709	2011-04-21	.006921	.006921	.001060	.001600	.003976	.004026
P9709	2011-04-20	.001921	.002921	.002221	.002485	-.003925	-.003777
P9707	2011-04-20	.004921	.004921	.000117	.001117	-.007145	-.007417
P9710	2011-04-20	.002921	.002921	.002256	.002362	-.004197	-.004295
P9706	2011-04-20	.001921	.002921	.002035	.002180	-.004202	-.004232
P9705	2011-04-20	.011921	.010921	.012564	.013145	.007186	.006221
P9710	2011-04-19	-.018079	-.017079	.007321	.006485	-.004677	-.005023
P9706	2011-04-19	-.019079	-.018079	.007667	.006928	-.004903	-.005040
P9705	2011-04-19	-.010079	-.010079	.006403	.008117	.010954	.008488
P9707	2011-04-19	-.007079	-.007079	-.000387	-.001066	.006389	.006674
P9709	2011-04-19	-.018079	-.018079	.007639	.006806	-.004939	-.005208
P9709	2011-04-18	.002921	.001921	.005571	.002989	-.000965	-.000774
P9706	2011-04-18	.002921	.001921	.005788	.003298	-.000646	-.000322
P9705	2011-04-18	-.004079	-.006079	-.001585	-.002209	-.003779	-.002858
P9707	2011-04-18	-.001079	-.002079	.000755	.001480	-.011295	-.010642
P9710	2011-04-18	.001921	.001921	.005210	.002715	-.001603	-.001103
P9707	2011-04-15	-.005079	-.005079	.001951	.004339	-.009739	-.006515
P9706	2011-04-15	.002921	.001921	-.001162	-.000978	.004123	.002303
P9705	2011-04-15	-.007079	-.006079	.001643	.003390	-.001884	-.004485
P9710	2011-04-15	.001921	.001921	-.001674	-.001482	.003104	.001365
P9709	2011-04-15	.002921	.001921	-.001363	-.001364	.003805	.001695
P9709	2011-04-14	-.003079	-.002079	.002530	.002189	.001457	.002004
P9706	2011-04-14	-.003079	-.002079	.002588	.002357	.001549	.002264
P9710	2011-04-14	-.003079	-.002079	.002496	.002145	.001902	.002365
P9705	2011-04-14	-.005079	-.006079	-.001432	-.001528	-.013032	-.012858
P9707	2011-04-14	.000921	.000921	.006433	.007516	.007257	.005523
P9707	2011-04-13	.008921	.008921	-.001170	.000098	-.005905	-.006387
P9710	2011-04-13	.009921	.009921	-.001549	.000354	.000339	-.000450
P9706	2011-04-13	.009921	.009921	-.001740	.000226	.000265	-.000620
P9705	2011-04-13	.018921	.017921	-.006612	-.004802	.001917	-.000766
P9709	2011-04-13	.009921	.009921	-.001574	.000423	.000516	-.000316
P9709	2011-04-12	-.000079	-.001079	-.003257	-.002768	.001054	.000477
P9706	2011-04-12	-.000079	-.001079	-.003166	-.002629	.001185	.000666
P9707	2011-04-12	.000921	.000921	.000347	-.001792	.003126	.001540
P9710	2011-04-12	-.000079	-.001079	-.003044	-.002607	.000555	.000081
P9705	2011-04-12	-.004079	-.004079	-.002210	-.002265	.009194	.009227
P9705	2011-04-11	-.017079	-.017079	.000226	.000056	-.001009	-.000707
P9707	2011-04-11	-.001079	-.001079	-.010390	-.011669	.003341	.000181
P9710	2011-04-11	-.003079	-.004079	-.004162	-.005160	-.000285	-.000026
P9706	2011-04-11	-.003079	-.003079	-.003618	-.004598	-.000648	-.000161
P9709	2011-04-11	-.003079	-.004079	-.003650	-.004616	-.000704	-.000207
P9709	2011-04-08	.007921	.007921	.001653	.002274	-.003721	-.003257
P9707	2011-04-08	.007921	.006921	-.001773	.000573	.004307	.004637
P9706	2011-04-08	.007921	.007921	.001536	.002087	-.003897	-.003537
P9705	2011-04-08	.013921	.012921	.003571	.003179	-.003530	-.002984
P9710	2011-04-08	.007921	.007921	.001399	.002176	-.003145	-.002812
P9705	2011-04-07	.008921	.007921	-.006584	-.005005	.002514	.000137
P9707	2011-04-07	.006921	.005921	.006740	.008575	.006356	.007398
P9706	2011-04-07	.002921	.002921	.004341	.002730	-.001120	-.001989
P9710	2011-04-07	.002921	.003921	.004609	.003192	-.001034	-.001665
P9709	2011-04-07	.002921	.002921	.004419	.002854	-.000984	-.001764
P9709	2011-04-06	.008921	.007921	-.004957	-.004513	.007934	.006309
P9707	2011-04-06	.003921	.003921	-.007688	-.007545	-.000223	.001761
P9706	2011-04-06	.009921	.008921	-.004645	-.004092	.008431	.006998
P9710	2011-04-06	.008921	.007921	-.005326	-.004813	.007336	.005970
P9705	2011-04-06	-.018079	-.018079	-.003249	-.004981	.011337	.013890
P9707	2011-04-01	.009928	.009928	.000562	-.001458	.000116	.001124
P9705	2011-04-01	.006928	.007928	.009295	.010663	-.006424	-.008428
P9706	2011-04-01	.012928	.012928	.004238	.004322	.000577	-.000008
P9710	2011-04-01	.012928	.012928	.003626	.003536	.000346	-.000505
P9709	2011-04-01	.012928	.012928	.004081	.003995	.000332	-.000515
P9709	2011-03-31	-.010072	-.010072	-.002901	-.002889	-.003325	-.001239
P9705	2011-03-31	.001928	.001928	-.007860	-.008384	-.004079	-.003373
P9710	2011-03-31	-.010072	-.009072	-.002513	-.002617	-.002915	-.000979
P9706	2011-03-31	-.010072	-.010072	-.003163	-.003336	-.003739	-.001951
P9707	2011-03-31	-.004072	-.004072	.000586	-.000257	.002692	.002984
P9707	2011-03-30	-.005072	-.005072	.004063	.003912	.002646	.002986
P9705	2011-03-30	-.015072	-.016072	.001486	.001046	.008731	.009423
P9706	2011-03-30	-.001072	-.002072	-.008669	-.010189	-.000599	-.001598
P9710	2011-03-30	-.001072	-.003072	-.008102	-.009514	-.000330	-.001075
P9709	2011-03-30	-.001072	-.003072	-.008673	-.010118	-.000621	-.001525
P9709	2011-03-29	-.010072	-.011072	-.006414	-.006629	.007014	.006376
P9707	2011-03-29	-.008072	-.008072	-.010274	-.010089	.000550	.000760
P9705	2011-03-29	-.031072	-.031072	.007510	.005127	.005710	.009177
P9710	2011-03-29	-.010072	-.011072	-.006669	-.006833	.007041	.006385
P9706	2011-03-29	-.010072	-.011072	-.006133	-.006260	.007453	.006963
P9705	2011-03-28	-.017072	-.017072	.005323	.005033	.003111	.003590
P9707	2011-03-28	-.004072	-.002072	.002081	.003037	.010540	.012985
P9706	2011-03-28	-.000072	-.000072	.003081	.002219	.004612	.004544
P9710	2011-03-28	-.000072	-.001072	.002467	.001668	.004675	.004672
P9709	2011-03-28	-.000072	-.000072	.002857	.001865	.004256	.003971
P9709	2011-03-25	.010928	.009928	-.004429	-.004490	.001556	-.000169
P9705	2011-03-25	-.004072	-.004072	.002107	.003480	.003782	.001707
P9706	2011-03-25	.010928	.009928	-.004230	-.004106	.001862	.000419
P9707	2011-03-25	.000928	.001928	.002048	.001196	.005439	.007728
P9710	2011-03-25	.009928	.009928	-.004369	-.004444	.001384	-.000104
P9710	2011-03-24	-.000072	-.000072	.007425	.005310	-.001988	-.000756
P9705	2011-03-24	-.000072	-.000072	-.009769	-.007865	.002280	-.000541
P9707	2011-03-24	.002928	.002928	.004184	.002972	.002485	.003342
P9706	2011-03-24	-.000072	-.001072	.007596	.005467	-.001863	-.000432
P9709	2011-03-24	-.000072	-.001072	.007535	.005325	-.001949	-.000636
P9709	2011-03-23	.009928	.010928	.001743	.002511	-.001306	-.002120
P9710	2011-03-23	.009928	.010928	.001689	.002549	-.001171	-.001787
P9706	2011-03-23	.009928	.010928	.001900	.002869	-.001066	-.001572
P9705	2011-03-23	.008928	.008928	-.003936	-.002097	-.003178	-.005875
P9707	2011-03-23	.007928	.007928	-.000005	.000729	.004074	.005136
P9705	2011-03-22	-.005072	-.005072	.011556	.011298	-.009007	-.008669
P9707	2011-03-22	.005928	.004928	.000733	.002309	.002273	.000416
P9710	2011-03-22	.002928	.002928	-.003270	-.002497	.002437	.001410
P9706	2011-03-22	.002928	.002928	-.003198	-.002278	.002270	.001534
P9709	2011-03-22	.002928	.002928	-.003271	-.002460	.002163	.001272
P9709	2011-03-21	-.000072	-.001072	-.003145	-.004488	.006771	.007457
P9707	2011-03-21	.005928	.005928	-.002015	-.002091	.001516	-.000942
P9705	2011-03-21	-.008072	-.006072	.000360	-.000502	.005064	.006378
P9710	2011-03-21	-.000072	-.000072	-.002998	-.004491	.006458	.006839
P9706	2011-03-21	-.000072	-.000072	-.002946	-.004164	.007077	.007965
P9706	2011-03-18	.002928	.003928	.006314	.007712	-.004503	-.004639
P9710	2011-03-18	.002928	.003928	.006378	.007624	-.004134	-.004481
P9705	2011-03-18	.004928	.005928	-.002950	-.002444	.000363	-.000440
P9707	2011-03-18	.001928	.002928	.010727	.009911	-.002043	-.001051
P9709	2011-03-18	.002928	.003928	.006246	.007565	-.004608	-.004864
P9709	2011-03-17	-.012072	-.013072	-.004494	-.005367	-.000220	.003577
P9706	2011-03-17	-.012072	-.013072	-.004464	-.005388	-.000147	.003613
P9707	2011-03-17	-.010072	-.012072	-.010600	-.008253	.000123	-.000156
P9705	2011-03-17	-.020072	-.020072	.002206	-.000775	-.005020	-.000676
P9710	2011-03-17	-.012072	-.013072	-.004882	-.005676	-.000172	.003654
P9707	2011-03-16	.009928	.009928	-.000972	-.001406	.003406	.003597
P9706	2011-03-16	.012928	.011928	.000886	.001167	-.002031	-.003412
P9705	2011-03-16	.007928	.008928	.005957	.006224	-.009507	-.010059
P9710	2011-03-16	.011928	.011928	.000611	.000813	-.002108	-.003480
P9709	2011-03-16	.012928	.011928	.000763	.000987	-.002217	-.003684
P9709	2011-03-15	-.014072	-.014072	.003682	.002884	.002428	.001692
P9707	2011-03-15	-.019072	-.018072	-.000149	-.001180	-.000527	.000532
P9705	2011-03-15	-.012072	-.012072	.005750	.007285	.010333	.008156
P9710	2011-03-15	-.014072	-.014072	.003240	.002533	.002858	.002232
P9706	2011-03-15	-.014072	-.014072	.003709	.002949	.002475	.001802
P9707	2011-03-14	.002928	.001928	-.003882	-.004293	-.001867	-.000392
P9706	2011-03-14	.002928	.002928	.006031	.005703	-.005498	-.006409
P9710	2011-03-14	.002928	.002928	.005366	.005109	-.006022	-.006740
P9705	2011-03-14	.006928	.006928	.009732	.010590	.002551	.001439
P9709	2011-03-14	.002928	.002928	.005890	.005439	-.005705	-.006794
P9709	2011-03-11	-.008072	-.007072	.008965	.008567	-.002122	-.002910
P9710	2011-03-11	-.008072	-.007072	.008794	.008371	-.002788	-.003533
P9707	2011-03-11	-.003072	-.003072	.000797	.000691	-.011910	-.012228
P9706	2011-03-11	-.008072	-.007072	.008870	.008448	-.002265	-.003091
P9705	2011-03-11	.006928	.006928	-.006072	-.003891	.001105	-.002213
P9705	2011-03-10	.005928	.003928	-.005744	-.006895	.008384	.010039
P9707	2011-03-10	-.000072	-.000072	.003531	.005534	-.008515	-.007755
P9710	2011-03-10	-.014072	-.013072	.009826	.008645	-.004885	-.003748
P9706	2011-03-10	-.015072	-.014072	.009763	.008220	-.005519	-.004641
P9709	2011-03-10	-.014072	-.013072	.010058	.008784	-.005062	-.003769
P9709	2011-03-09	.000928	.000928	.001389	.001834	.002258	.000513
P9707	2011-03-09	.002928	.001928	-.001861	-.000909	.001473	.000161
P9710	2011-03-09	.000928	.000928	.001234	.001722	.002327	.000579
P9706	2011-03-09	.000928	.000928	.001493	.002024	.002427	.000822
P9705	2011-03-09	.001928	.003928	.009423	.009515	-.010161	-.010143
P9705	2011-03-08	.006928	.006928	-.009142	-.008791	.012317	.011735
P9707	2011-03-08	.002928	.001928	.000646	.001606	-.003868	-.004784
P9706	2011-03-08	.000928	.000928	.006682	.005583	-.001935	-.002051
P9710	2011-03-08	.000928	.001928	.006406	.005369	-.001954	-.001955
P9709	2011-03-08	.000928	.001928	.006673	.005601	-.001916	-.001959
P9709	2011-03-07	.017928	.016928	-.003917	-.004688	-.000181	.001882
P9707	2011-03-07	.008928	.009928	-.000773	-.000595	.005392	.004135
P9706	2011-03-07	.017928	.016928	-.003817	-.004531	-.000028	.002132
P9705	2011-03-07	.005928	.005928	.004012	.003951	.000114	.000169
P9710	2011-03-07	.017928	.016928	-.003971	-.004716	.000272	.002262
P9706	2011-03-04	.013928	.012928	.000381	.000103	.000797	.000682
P9707	2011-03-04	.012928	.012928	.000301	-.000500	-.001013	-.000223
P9710	2011-03-04	.012928	.012928	.000198	-.000152	.000878	.000709
P9705	2011-03-04	.007928	.008928	-.003280	-.004874	.004976	.007343
P9709	2011-03-04	.012928	.012928	.000209	-.000109	.000534	.000353
P9709	2011-03-03	-.004072	-.006072	-.009010	-.007742	.008880	.008729
P9707	2011-03-03	-.005072	-.004072	.000407	-.000023	-.002609	-.002837
P9705	2011-03-03	-.021072	-.021072	-.001857	-.003116	.005502	.007440
P9706	2011-03-03	-.004072	-.006072	-.008884	-.007564	.009096	.009054
P9710	2011-03-03	-.005072	-.006072	-.008520	-.007412	.008739	.008595
P9707	2011-03-02	-.012072	-.010072	.004360	.003781	-.007135	-.006815
P9706	2011-03-02	-.001072	-.002072	.002811	.001431	-.000341	-.001160
P9705	2011-03-02	-.008072	-.008072	.001657	.002057	.000572	-.000061
P9710	2011-03-02	-.002072	-.002072	.002756	.001400	-.001076	-.001830
P9709	2011-03-02	-.001072	-.002072	.002776	.001374	-.000412	-.001283
P9709	2011-03-01	.004928	.005928	.000878	.000411	-.001406	-.001898
P9707	2011-03-01	.002928	.001928	.001301	.002186	.001015	.002131
P9710	2011-03-01	.004928	.005928	.000740	.000400	-.001292	-.001786
P9706	2011-03-01	.004928	.005928	.001056	.000717	-.001142	-.001446
P9705	2011-03-01	-.002072	-.001072	-.000615	-.000685	-.002302	-.002188
P9707	2011-02-28	.003928	.004928	.004710	.004413	.000762	.000942
P9705	2011-02-28	.004928	.004928	.005352	.005550	-.001322	-.001594
P9706	2011-02-28	.008928	.009928	.005194	.004334	-.002953	-.003684
P9710	2011-02-28	.008928	.008928	.004974	.004181	-.003001	-.003615
P9709	2011-02-28	.008928	.008928	.005091	.004200	-.003115	-.003896
P9709	2011-02-25	.000928	.000928	.002108	.002182	-.001172	-.002477
P9705	2011-02-25	-.005072	-.005072	.000138	-.001794	-.008491	-.005557
P9706	2011-02-25	.000928	.000928	.002187	.002291	-.001051	-.002315
P9707	2011-02-25	-.003072	-.003072	.004630	.004432	.006702	.005599
P9710	2011-02-25	.000928	.000928	.002209	.002253	-.001019	-.002210
P9705	2011-02-24	-.010072	-.010072	-.004118	-.004106	-.025785	-.025831
P9710	2011-02-24	.004928	.004928	.005089	.004191	-.000115	-.000174
P9706	2011-02-24	.004928	.004928	.005567	.004647	.000187	.000103
P9707	2011-02-24	.005928	.005928	-.000387	.000363	-.003382	-.003324
P9709	2011-02-24	.004928	.004928	.005357	.004335	-.000135	-.000380
P9709	2011-02-23	.001928	.003928	.009084	.007882	-.003555	-.005315
P9705	2011-02-23	.019928	.020928	.000285	.001614	-.002299	-.004273
P9710	2011-02-23	.002928	.003928	.008605	.007518	-.003837	-.005577
P9706	2011-02-23	.001928	.002928	.008980	.007718	-.003718	-.005581
P9707	2011-02-23	.004928	.004928	-.001848	-.000381	.001936	.000758
P9710	2011-02-22	-.026072	-.026072	.000275	-.001178	-.002758	-.002033
P9707	2011-02-22	-.023072	-.023072	.009727	.007353	-.012430	-.012116
P9706	2011-02-22	-.026072	-.026072	-.000222	-.001452	-.002674	-.001745
P9705	2011-02-22	-.026072	-.027072	-.007944	-.007409	.000701	-.000087
P9709	2011-02-22	-.026072	-.026072	-.000171	-.001400	-.002611	-.001701
P9709	2011-02-21	.011928	.012928	.009524	.008337	-.003518	-.002834
P9710	2011-02-21	.011928	.012928	.009363	.008234	-.003567	-.002754
P9706	2011-02-21	.011928	.012928	.009520	.008310	-.003516	-.002855
P9707	2011-02-21	.004928	.004928	.006300	.005193	-.002166	-.002359
P9705	2011-02-21	.017928	.016928	.002931	.003014	.002345	.002219
P9707	2011-02-18	-.004072	-.004072	.002380	.002895	-.006021	-.004411
P9705	2011-02-18	-.010072	-.009072	.002090	.000866	.018407	.020196
P9710	2011-02-18	-.009072	-.009072	.001475	.001287	-.001634	-.003386
P9706	2011-02-18	-.009072	-.009072	.001689	.001488	-.000997	-.002610
P9709	2011-02-18	-.009072	-.009072	.001458	.001205	-.001327	-.002998
P9709	2011-02-17	.000928	.000928	.005853	.003881	.000678	-.000041
P9706	2011-02-17	.000928	.000928	.005909	.003962	.000736	.000029
P9707	2011-02-17	.003928	.001928	-.000482	.000434	-.005571	-.006084
P9710	2011-02-17	.000928	.000928	.005664	.003775	.000239	-.000524
P9705	2011-02-17	.003928	.003928	-.003854	-.002480	.001297	-.000824
P9707	2011-02-16	.008928	.007928	.004569	.003191	.001202	.000635
P9706	2011-02-16	.008928	.009928	.009797	.009046	-.001430	-.002851
P9710	2011-02-16	.008928	.009928	.009400	.008609	-.001665	-.003055
P9705	2011-02-16	.018928	.019928	-.003640	-.003300	.008287	.007751
P9709	2011-02-16	.008928	.009928	.009650	.008850	-.001650	-.003142
P9709	2011-02-15	-.000072	-.000072	.004408	.003635	-.001733	-.001712
P9705	2011-02-15	.002928	.003928	.000816	.001900	.003495	.001888
P9706	2011-02-15	-.000072	-.000072	.004389	.003641	-.001766	-.001707
P9710	2011-02-15	-.000072	-.000072	.004133	.003382	-.001344	-.001376
P9707	2011-02-15	-.000072	-.000072	-.002950	-.001864	.002834	.003140
P9705	2011-02-14	.013928	.013928	.000661	.001282	-.001275	-.002188
P9710	2011-02-14	.024928	.024928	-.010728	-.007436	.001668	.001552
P9707	2011-02-14	.014928	.014928	-.000136	-.000887	.006161	.005784
P9706	2011-02-14	.025928	.024928	-.010941	-.007403	.001696	.001600
P9709	2011-02-14	.024928	.024928	-.011021	-.007569	.001567	.001334
P9709	2011-02-11	.004928	.005928	.006027	.006892	.000080	-.000194
P9705	2011-02-11	.009928	.009928	-.006923	-.009083	.009334	.012536
P9706	2011-02-11	.004928	.004928	.006166	.007088	.000298	.000117
P9710	2011-02-11	.004928	.004928	.006002	.006875	.000347	.000139
P9707	2011-02-11	.000928	.000928	.008093	.007266	.000549	.000666
P9707	2011-02-10	.006928	.006928	.002910	.003354	-.001390	.000911
P9705	2011-02-10	.038928	.039928	-.006112	-.005749	.005327	.004698
P9706	2011-02-10	.017928	.018928	.005483	.005645	-.008943	-.008198
P9710	2011-02-10	.017928	.018928	.005481	.005886	-.008297	-.007166
P9709	2011-02-10	.017928	.018928	.005638	.005868	-.008684	-.007809
P9709	2011-02-09	-.009072	-.009072	.007659	.005092	-.001016	-.002139
P9707	2011-02-09	-.008072	-.009072	.001220	.000404	.002324	.001578
P9710	2011-02-09	-.009072	-.009072	.007372	.004933	-.001184	-.002338
P9705	2011-02-09	-.011072	-.012072	.001142	.001831	-.012437	-.013312
P9706	2011-02-09	-.009072	-.009072	.007600	.004921	-.001083	-.002353
P9705	2011-02-01	.000938	-.000063	-.004572	-.003935	.003274	.002291
P9707	2011-02-01	.001938	.001938	-.000176	.000070	-.001894	-.001267
P9706	2011-02-01	.002938	.001938	.001295	.000677	-.003100	-.002055
P9710	2011-02-01	.002938	.001938	.001294	.000729	-.002924	-.001794
P9709	2011-02-01	.002938	.001938	.001333	.000744	-.003032	-.001937
P9709	2011-01-31	.012938	.012938	.002662	-.000356	-.001313	-.001052
P9710	2011-01-31	.012938	.012938	.002745	-.000236	-.001758	-.001479
P9706	2011-01-31	.012938	.012938	.002719	-.000344	-.001233	-.001040
P9705	2011-01-31	.009938	.009938	.011966	.011640	-.017429	-.016943
P9707	2011-01-31	.004938	.004938	.005932	.006745	-.000572	-.000463
P9706	2011-01-28	.001938	.002938	.008456	.007125	-.005590	-.005999
P9707	2011-01-28	.003938	.003938	.003579	.003171	.000790	-.000414
P9710	2011-01-28	.001938	.002938	.008250	.006966	-.005552	-.006001
P9705	2011-01-28	.006938	.007938	.011466	.012795	-.012716	-.014822
P9709	2011-01-28	.001938	.002938	.008352	.006930	-.005728	-.006256
P9709	2011-01-27	.014938	.015938	-.000573	-.000409	-.003706	-.003959
P9710	2011-01-27	.014938	.014938	-.000684	-.000568	-.003574	-.003788
P9706	2011-01-27	.014938	.015938	-.000651	-.000561	-.003819	-.004178
P9705	2011-01-27	.015938	.015938	.000583	.001102	.001259	.000530
P9707	2011-01-27	.006938	.006938	.001744	.000720	-.001561	-.001867
P9706	2011-01-26	.011938	.011938	.004321	.004006	-.000787	-.002061
P9707	2011-01-26	.010938	.010938	.002695	.002348	.000969	.000084
P9710	2011-01-26	.011938	.011938	.004141	.003995	-.000579	-.001728
P9705	2011-01-26	.016938	.016938	.015027	.014376	-.010371	-.009337
P9709	2011-01-26	.011938	.011938	.004383	.004154	-.000701	-.001850
P9709	2011-01-25	-.007063	-.008063	-.014954	-.013027	.004402	.004359
P9707	2011-01-25	-.010063	-.009063	-.008171	-.008210	.004460	.004600
P9706	2011-01-25	-.007063	-.008063	-.014973	-.013014	.004405	.004442
P9705	2011-01-25	-.015063	-.015063	.013339	.012489	-.013040	-.011798
P9710	2011-01-25	-.007063	-.008063	-.014617	-.012720	.004275	.004331
P9705	2011-01-24	-.031063	-.035063	.011379	.010047	.014509	.016478
P9706	2011-01-24	-.010063	-.012063	-.007567	-.009237	.010135	.011116
P9710	2011-01-24	-.010063	-.012063	-.006708	-.008317	.010099	.011241
P9707	2011-01-24	-.008063	-.007063	.002243	.001626	.000194	-.000853
P9709	2011-01-24	-.010063	-.012063	-.007446	-.008928	.010318	.011575
P9709	2011-01-21	.011938	.011938	-.000694	-.000105	.009673	.008641
P9705	2011-01-21	.002938	.002938	-.004061	-.003607	.011873	.011297
P9710	2011-01-21	.011938	.011938	-.000579	.000016	.009957	.008844
P9707	2011-01-21	.010938	.011938	.004827	.004336	.007006	.007437
P9706	2011-01-21	.012938	.011938	-.000600	.000042	.009839	.008912
P9710	2011-01-20	-.030063	-.030063	-.003205	-.002103	.005417	.004589
P9705	2011-01-20	-.030063	-.031063	-.014416	-.014879	.000642	.001362
P9706	2011-01-20	-.030063	-.030063	-.003462	-.002300	.005478	.004692
P9707	2011-01-20	-.016063	-.017063	-.004879	-.003357	-.003038	-.002605
P9709	2011-01-20	-.030063	-.030063	-.003420	-.002224	.005531	.004789
P9709	2011-01-19	.017938	.018938	.006301	.005268	-.002903	-.002572
P9706	2011-01-19	.017938	.018938	.006274	.005239	-.002941	-.002607
P9707	2011-01-19	.018938	.019938	.003608	.002263	.002995	.001422
P9705	2011-01-19	.020938	.020938	-.007480	-.007095	-.002346	-.002900
P9710	2011-01-19	.017938	.018938	.006054	.005064	-.002451	-.002312
P9706	2011-01-18	.001938	.000938	.002483	.003044	-.003460	-.005256
P9710	2011-01-18	.001938	.000938	.002203	.002876	-.003871	-.005782
P9705	2011-01-18	-.002063	-.002063	.003946	.002859	.010699	.012327
P9707	2011-01-18	.003938	.002938	-.000848	-.000796	-.003928	-.004936
P9709	2011-01-18	.001938	.000938	.002393	.003003	-.003588	-.005298
P9709	2011-01-17	-.033063	-.034063	-.008038	-.009985	.003257	.003607
P9706	2011-01-17	-.033063	-.034063	-.007814	-.009700	.003587	.004026
P9710	2011-01-17	-.033063	-.034063	-.007577	-.009558	.002316	.002936
P9705	2011-01-17	-.039063	-.036063	-.010646	-.011664	.015049	.016643
P9707	2011-01-17	-.024063	-.025063	-.003651	-.004161	-.004756	-.004491
P9710	2011-01-14	-.013063	-.014063	-.005187	-.006676	.002082	.003170
P9706	2011-01-14	-.013063	-.014063	-.005578	-.007038	.002158	.003209
P9705	2011-01-14	-.025063	-.025063	.005189	.004470	-.011332	-.010139
P9707	2011-01-14	-.007063	-.007063	-.000224	.001048	-.004308	-.003988
P9709	2011-01-14	-.013063	-.014063	-.005638	-.007120	.002044	.003033
P9709	2011-01-13	.002938	.001938	-.004015	-.006065	-.003123	-.001572
P9707	2011-01-13	.002938	.001938	-.002126	-.002945	-.007169	-.008155
P9710	2011-01-13	.002938	.001938	-.004024	-.005987	-.003265	-.001657
P9706	2011-01-13	.002938	.001938	-.004169	-.006343	-.003346	-.001964
P9705	2011-01-13	.002938	.001938	-.011295	-.011461	-.013831	-.013555
P9705	2011-01-12	.007938	.007938	-.001180	.000047	-.006739	-.008669
P9707	2011-01-12	.004938	.004938	.007244	.007514	.003687	.004564
P9706	2011-01-12	.005938	.005938	.001976	.002641	.002400	.001691
P9710	2011-01-12	.005938	.005938	.002212	.002905	.002122	.001638
P9709	2011-01-12	.005938	.005938	.001999	.002643	.002440	.001709
P9709	2011-01-11	.003938	.001938	-.009734	-.009247	.006386	.006910
P9710	2011-01-11	.003938	.001938	-.009404	-.008877	.006399	.006886
P9706	2011-01-11	.003938	.001938	-.009577	-.009067	.006643	.007226
P9705	2011-01-11	-.014063	-.014063	-.003748	-.005220	-.001856	.000206
P9707	2011-01-11	-.000063	-.001063	-.004974	-.002889	.009377	.010843
P9705	2011-01-10	-.030063	-.030063	.002420	.002630	-.003286	-.003614
P9710	2011-01-10	-.018063	-.018063	-.005037	-.006765	.005719	.005607
P9706	2011-01-10	-.018063	-.018063	-.005161	-.006528	.005770	.006039
P9707	2011-01-10	-.015063	-.014063	.002551	.000059	.005522	.004867
P9709	2011-01-10	-.018063	-.018063	-.005350	-.006862	.005470	.005500
P9709	2011-01-07	.004938	.003938	-.010815	-.009552	.006856	.006302
P9706	2011-01-07	.004938	.004938	-.010837	-.009572	.006823	.006270
P9705	2011-01-07	-.005063	-.005063	-.005288	-.004912	-.011572	-.012124
P9707	2011-01-07	.004938	.003938	-.000213	.001692	.005828	.006267
P9710	2011-01-07	.004938	.003938	-.010444	-.009103	.006691	.006197
P9710	2011-01-06	-.006063	-.006063	.004684	.004811	-.000532	-.002544
