MarkettypeID	TradingDate	RiskPremium1	RiskPremium2	SMB1	SMB2	HML1	HML2
P9707	2000-01-11	-.037055	-.034055	-.000413	-.002686	.009480	.004844
P9709	2000-01-11	-.042055	-.042055	.004748	.005285	-.008028	-.007314
P9709	2000-01-10	.020945	.019945	.002276	.002163	-.000892	.000070
P9710	2000-01-10	.017945	.016945	.002490	.001155	-.008743	-.007968
P9706	2000-01-10	.020945	.019945	.002276	.002163	-.000892	.000070
P9707	2000-01-10	-.012055	-.008055	.007388	.002874	-.003379	-.004436
P9710	2000-01-07	.037945	.036945	-.005102	-.005557	.002535	.000700
P9706	2000-01-07	.037945	.035945	-.003930	-.004338	.001015	-.000118
P9707	2000-01-07	.047945	.043945	-.013922	-.014797	.002100	-.004876
P9709	2000-01-07	.037945	.035945	-.003930	-.004338	.001015	-.000118
P9709	2000-01-06	.040945	.039945	-.011587	-.012377	.001252	-.001401
P9710	2000-01-06	.039945	.038945	-.011553	-.012096	-.000594	-.003358
P9707	2000-01-06	.028945	.025945	-.006222	-.002984	.001084	.001708
P9706	2000-01-06	.040945	.039945	-.011587	-.012377	.001252	-.001401
P9707	2000-01-05	-.016055	-.014055	.004662	.001867	.002746	-.000748
P9710	2000-01-05	.001945	.000945	.006062	.006868	-.002140	-.000769
P9706	2000-01-05	.003945	.002945	.006154	.007818	.000409	.002194
P9709	2000-01-05	.003945	.002945	.006154	.007818	.000409	.002194
P9709	2000-01-04	.030945	.029945	-.004860	-.004933	-.004970	-.004401
P9707	2000-01-04	.015945	.012945	.010133	.010173	-.025536	-.029182
P9706	2000-01-04	.030945	.029945	-.004860	-.004933	-.004970	-.004401
P9710	2000-01-04	.029945	.027945	-.005782	-.006415	-.008961	-.009311
P9706	1999-12-30	.006945	.006945	.002104	.001867	-.002088	-.001138
P9707	1999-12-30	.012945	.013945	.000934	-.002299	-.001615	.003185
P9710	1999-12-30	.007945	.007945	.002240	.002440	-.001327	.000058
P9709	1999-12-30	.006945	.006945	.002104	.001867	-.002088	-.001138
P9709	1999-12-29	.006945	.005945	-.002578	-.002701	.001211	-.000795
P9710	1999-12-29	.007945	.006945	-.001838	-.001460	.002780	.001424
P9706	1999-12-29	.006945	.005945	-.002578	-.002701	.001211	-.000795
P9707	1999-12-29	.016945	.016945	.004432	.005104	-.004121	-.000067
P9710	1999-12-28	.002945	.002945	-.002189	-.001727	.005153	.005089
P9707	1999-12-28	.005945	.003945	-.008147	-.006101	.004663	.003639
P9706	1999-12-28	.001945	.001945	-.001317	-.000850	.004740	.004953
P9709	1999-12-28	.001945	.001945	-.001317	-.000850	.004740	.004953
P9709	1999-12-27	-.008055	-.009055	-.009377	-.010548	-.006406	-.008716
P9710	1999-12-27	-.008055	-.008055	-.008914	-.009047	-.003956	-.005119
P9707	1999-12-27	.004945	.001945	-.010669	-.007786	-.003738	-.001576
P9706	1999-12-27	-.008055	-.009055	-.009377	-.010548	-.006406	-.008716
P9706	1999-12-24	-.011055	-.011055	-.004232	-.004562	-.002960	-.003815
P9710	1999-12-24	-.010055	-.009055	-.004629	-.005499	.000986	-.000275
P9707	1999-12-24	.008945	.006945	-.009719	-.013247	.007906	-.001986
P9709	1999-12-24	-.011055	-.011055	-.004232	-.004562	-.002960	-.003815
P9709	1999-12-23	-.013055	-.013055	-.005953	-.006221	-.000115	-.000306
P9706	1999-12-23	-.013055	-.013055	-.005953	-.006221	-.000115	-.000306
P9707	1999-12-23	.008945	.010945	-.013895	-.015399	.014001	.018582
P9710	1999-12-23	-.011055	-.011055	-.005909	-.005626	.006345	.006849
P9707	1999-12-22	.002945	.002945	-.003895	-.002942	.020175	.015956
P9710	1999-12-22	-.005055	-.005055	-.001709	-.002416	-.003068	-.004587
P9706	1999-12-22	-.005055	-.006055	-.002235	-.003223	-.005915	-.007744
P9709	1999-12-22	-.005055	-.006055	-.002235	-.003223	-.005915	-.007744
P9709	1999-12-21	-.017055	-.017055	.001553	.001763	-.003749	-.004522
P9710	1999-12-21	-.017055	-.017055	.001724	.002007	-.004266	-.005531
P9707	1999-12-21	-.016055	-.019055	.011050	.013154	-.023369	-.027236
P9706	1999-12-21	-.017055	-.017055	.001553	.001763	-.003749	-.004522
P9707	1999-12-17	-.007055	-.004055	.004552	-.000215	.000937	.004158
P9710	1999-12-17	-.011055	-.010055	.005480	.005743	.003747	.005424
P9706	1999-12-17	-.011055	-.011055	.005328	.005633	.002188	.003683
P9709	1999-12-17	-.011055	-.011055	.005328	.005633	.002188	.003683
P9709	1999-12-16	-.012055	-.012055	.003636	.002877	-.004506	-.005319
P9710	1999-12-16	-.013055	-.012055	.003009	.002275	-.006726	-.007557
P9706	1999-12-16	-.012055	-.012055	.003636	.002877	-.004506	-.005319
P9707	1999-12-16	-.018055	-.019055	-.002525	-.001191	-.002960	-.002102
P9707	1999-12-15	.032945	.030945	-.006067	-.001368	.003678	.009035
P9710	1999-12-15	.020945	.019945	-.005388	-.004097	-.002250	-.001358
P9706	1999-12-15	.019945	.018945	-.006122	-.005668	-.005743	-.005282
P9709	1999-12-15	.019945	.018945	-.006122	-.005668	-.005743	-.005282
P9709	1999-12-14	.006945	.005945	-.003904	-.003328	.001250	-.000124
P9710	1999-12-14	.005945	.004945	-.003155	-.002770	.000625	-.000689
P9707	1999-12-14	-.000055	-.000055	.010962	.011711	-.023831	-.023473
P9706	1999-12-14	.006945	.005945	-.003904	-.003328	.001250	-.000124
P9710	1999-12-13	-.008055	-.007055	-.001895	-.001415	.004471	.004997
P9707	1999-12-13	.009945	.010945	-.002920	-.004106	.001371	.001895
P9706	1999-12-13	-.009055	-.009055	-.001991	-.002337	.000616	.000704
P9709	1999-12-13	-.009055	-.009055	-.001991	-.002337	.000616	.000704
P9709	1999-12-10	.009945	.008945	-.008926	-.009828	-.010013	-.011069
P9706	1999-12-10	.009945	.008945	-.008926	-.009828	-.010013	-.011069
P9707	1999-12-10	.013945	.008945	-.011754	-.011670	.021365	.019956
P9710	1999-12-10	.009945	.008945	-.008103	-.008804	-.007282	-.008455
P9706	1999-12-09	-.004055	-.004055	.000671	-.000007	-.003323	-.003999
P9710	1999-12-09	-.004055	-.005055	-.000208	-.000928	-.007292	-.007845
P9707	1999-12-09	-.012055	-.014055	.000025	.001118	-.019168	-.022213
P9709	1999-12-09	-.004055	-.004055	.000671	-.000007	-.003323	-.003999
P9709	1999-12-08	-.003055	-.003055	-.000667	-.001199	-.002170	-.002280
P9710	1999-12-08	-.005055	-.005055	-.001015	-.002075	-.007257	-.007697
P9707	1999-12-08	-.030055	-.028055	.003341	.001621	.003264	.001844
P9706	1999-12-08	-.003055	-.003055	-.000667	-.001199	-.002170	-.002280
P9707	1999-12-07	-.008055	-.007055	.008434	.005926	.002151	.006116
P9706	1999-12-07	.000945	.000945	-.002964	-.003742	-.001381	-.003516
P9710	1999-12-07	-.000055	-.000055	-.002016	-.003022	-.004425	-.005748
P9709	1999-12-07	.000945	.000945	-.002964	-.003742	-.001381	-.003516
P9709	1999-12-06	-.006055	-.006055	.003209	.002556	.002901	.000310
P9710	1999-12-06	-.006055	-.006055	.003301	.002843	.000951	-.000654
P9707	1999-12-06	-.007055	-.005055	.005010	.005850	.003370	.004471
P9706	1999-12-06	-.006055	-.006055	.003209	.002556	.002901	.000310
P9710	1999-12-03	.000945	.000945	.004418	.004218	.000276	.000368
P9706	1999-12-03	.000945	.000945	.003811	.003610	.000689	.000646
P9707	1999-12-03	.000945	-.000055	.002639	.000871	-.003849	-.001853
P9709	1999-12-03	.000945	.000945	.003811	.003610	.000689	.000646
P9709	1999-12-02	-.008055	-.008055	.005754	.007338	-.000167	.001404
P9706	1999-12-02	-.008055	-.008055	.005754	.007338	-.000167	.001404
P9707	1999-12-02	-.010055	-.007055	.009471	.008608	-.009030	-.002668
P9710	1999-12-02	-.008055	-.007055	.005265	.006881	-.000891	.000889
P9706	1999-12-01	.008945	.008945	.002081	.002294	.002429	.002599
P9710	1999-12-01	.008945	.008945	.001200	.000969	.002064	.001859
P9707	1999-12-01	.011945	.009945	-.008681	-.009136	-.001739	-.007896
P9709	1999-12-01	.008945	.008945	.002081	.002294	.002429	.002599
P9709	1999-11-30	-.000055	-.000055	.002129	.001571	-.002435	-.001763
P9706	1999-11-30	-.000055	-.000055	.002129	.001571	-.002435	-.001763
P9707	1999-11-30	.001945	.002945	-.006604	-.006676	.007300	.008252
P9710	1999-11-30	-.000055	-.000055	.001739	.001409	-.001272	-.000462
P9706	1999-11-29	-.008055	-.007055	.008600	.009121	.002236	.003549
P9710	1999-11-29	-.008055	-.006055	.008428	.009175	.003590	.005253
P9707	1999-11-29	.001945	.002945	.006974	.002427	-.016010	-.009172
P9709	1999-11-29	-.008055	-.007055	.008600	.009121	.002236	.003549
P9709	1999-11-26	.000945	.000945	.003383	.003569	-.001473	-.001967
P9706	1999-11-26	.000945	.000945	.003383	.003569	-.001473	-.001967
P9710	1999-11-26	.000945	-.000055	.002918	.002711	-.002615	-.003897
P9707	1999-11-26	-.007055	-.008055	.016352	.019484	-.012820	-.012351
P9707	1999-11-25	-.014055	-.017055	-.001559	-.003965	-.007780	-.018166
P9710	1999-11-25	-.007055	-.007055	-.000470	-.001792	-.003233	-.005140
P9706	1999-11-25	-.007055	-.006055	-.000120	-.000537	-.002091	-.002849
P9709	1999-11-25	-.007055	-.006055	-.000120	-.000537	-.002091	-.002849
P9709	1999-11-24	-.008055	-.008055	.000237	-.000212	.001733	.000069
P9710	1999-11-24	-.009055	-.009055	-.000052	-.000371	-.002121	-.003495
P9707	1999-11-24	-.025055	-.024055	.008033	.008695	-.002018	.000592
P9706	1999-11-24	-.008055	-.008055	.000237	-.000212	.001733	.000069
P9706	1999-11-23	.002945	.002945	.000291	-.000597	-.003781	-.004304
P9710	1999-11-23	.000945	.000945	.000154	-.000920	-.007778	-.008381
P9707	1999-11-23	-.013055	-.015055	.012578	.009885	-.021974	-.021181
P9709	1999-11-23	.002945	.002945	.000291	-.000597	-.003781	-.004304
P9709	1999-11-22	-.003055	-.003055	.006691	.007593	.003385	.004827
P9710	1999-11-22	-.004055	-.003055	.007062	.008009	.002282	.004535
P9707	1999-11-22	-.010055	-.007055	-.000527	-.000209	.020023	.024794
P9706	1999-11-22	-.003055	-.003055	.006691	.007593	.003385	.004827
P9706	1999-11-19	-.010055	-.009055	.003032	.004266	.002229	.003290
P9710	1999-11-19	-.010055	-.010055	.002281	.002691	.000485	.000938
P9707	1999-11-19	-.017055	-.016055	.000180	-.002056	.002311	.002608
P9709	1999-11-19	-.010055	-.009055	.003032	.004266	.002229	.003290
P9709	1999-11-18	.017945	.017945	-.001893	-.002721	-.002631	-.003332
P9707	1999-11-18	.017945	.018945	.000891	.002631	-.004477	-.000580
P9710	1999-11-18	.017945	.017945	-.002036	-.002577	-.003761	-.003817
P9706	1999-11-18	.017945	.017945	-.001893	-.002721	-.002631	-.003332
P9710	1999-11-17	.018945	.019945	.002891	.002967	.001652	.004678
P9707	1999-11-17	.012945	.011945	-.000841	.002237	-.018551	-.019883
P9706	1999-11-17	.018945	.020945	.004028	.004907	.005849	.009463
P9709	1999-11-17	.018945	.020945	.004028	.004907	.005849	.009463
P9709	1999-11-16	-.011055	-.011055	.003369	.003580	.003087	.002855
P9706	1999-11-16	-.011055	-.011055	.003369	.003580	.003087	.002855
P9710	1999-11-16	-.010055	-.010055	.003720	.004482	.004464	.004983
P9707	1999-11-16	-.004055	-.001055	.016443	.015463	-.017670	-.012010
P9706	1999-11-15	-.001055	-.000055	.009038	.009609	.003367	.003975
P9710	1999-11-15	.001945	.001945	.008510	.008714	.007859	.007336
P9707	1999-11-15	.028945	.024945	.001626	.001946	-.018209	-.024656
P9709	1999-11-15	-.001055	-.000055	.009038	.009609	.003367	.003975
P9709	1999-11-12	.003945	.004945	.003897	.004057	.001857	.003104
P9706	1999-11-12	.003945	.004945	.003897	.004057	.001857	.003104
P9710	1999-11-12	.002945	.003945	.004719	.004587	.000169	.001444
P9707	1999-11-12	-.004055	-.002055	.019925	.021697	-.008226	-.004136
P9710	1999-11-11	-.004055	-.004055	-.000547	-.000709	-.002234	-.002296
P9706	1999-11-11	-.005055	-.005055	-.001230	-.001500	-.003707	-.004071
P9707	1999-11-11	-.002055	-.001055	.008045	.004044	-.009309	-.008917
P9709	1999-11-11	-.005055	-.005055	-.001230	-.001500	-.003707	-.004071
P9709	1999-11-10	.007945	.032945	-.000177	-.000115	-.001627	-.002267
P9710	1999-11-10	.008945	.030945	.000468	.000864	.006176	.005243
P9706	1999-11-10	.007945	.032945	-.000177	-.000115	-.001627	-.002267
P9707	1999-11-10	.022945	.018945	-.007309	-.009680	.004535	.002810
P9706	1999-11-09	-.005055	-.005055	-.001066	-.001102	.001541	.001494
P9710	1999-11-09	-.006055	-.007055	-.001337	-.001443	-.003571	-.002859
P9707	1999-11-09	-.024055	-.023055	.003888	.003777	-.004203	.002953
P9709	1999-11-09	-.005055	-.005055	-.001066	-.001102	.001541	.001494
P9709	1999-11-08	.006945	.005945	-.002948	-.002335	-.002234	-.001478
P9706	1999-11-08	.006945	.005945	-.002948	-.002335	-.002234	-.001478
P9710	1999-11-08	.010945	.009945	-.003161	-.001973	.008582	.008656
P9707	1999-11-08	.053945	.048945	-.016921	-.017058	-.008210	-.008370
P9706	1999-11-05	.001945	.001945	-.002060	-.002041	.003444	.003278
P9707	1999-11-05	.020945	.018945	-.018513	-.020313	-.000209	.003215
P9710	1999-11-05	.002945	.003945	-.002451	-.001892	.005594	.005844
P9709	1999-11-05	.001945	.001945	-.002060	-.002041	.003444	.003278
P9709	1999-11-04	-.001055	-.000055	-.001343	-.000869	.003095	.003285
P9706	1999-11-04	-.001055	-.000055	-.001343	-.000869	.003095	.003285
P9707	1999-11-04	.011945	.003945	-.021201	-.016456	-.004724	-.003387
P9710	1999-11-04	-.000055	-.000055	-.002913	-.001996	.005955	.005409
P9707	1999-11-03	-.001055	-.002055	-.000828	.003943	-.005685	-.001893
P9706	1999-11-03	-.006055	-.007055	-.003045	-.002605	-.002401	-.003188
P9710	1999-11-03	-.006055	-.006055	-.003409	-.002493	-.000172	-.000467
P9709	1999-11-03	-.006055	-.007055	-.003045	-.002605	-.002401	-.003188
P9709	1999-11-02	-.002055	-.003055	-.001991	-.001609	-.001542	-.002216
P9710	1999-11-02	-.003055	-.004055	-.001120	-.000924	-.003612	-.003672
P9706	1999-11-02	-.002055	-.003055	-.001991	-.001609	-.001542	-.002216
P9707	1999-11-02	-.012055	-.009055	-.000030	-.003383	.011864	.012030
P9710	1999-11-01	-.011055	-.010055	.005353	.004627	-.003527	-.002624
P9706	1999-11-01	-.010055	-.009055	.005178	.004340	-.000488	-.000076
P9707	1999-11-01	-.029055	-.025055	.011117	.009579	.014130	.012345
P9709	1999-11-01	-.010055	-.009055	.005178	.004340	-.000488	-.000076
P9709	1999-10-29	-.007055	-.007055	.003381	.003471	-.000978	-.001100
P9707	1999-10-29	-.006055	-.004055	.003070	.003066	.001937	.001073
P9710	1999-10-29	-.007055	-.007055	.003582	.003468	-.000271	-.000272
P9706	1999-10-29	-.007055	-.007055	.003381	.003471	-.000978	-.001100
P9710	1999-10-28	-.016055	-.015055	.001072	-.000038	-.003217	-.002087
P9706	1999-10-28	-.016055	-.014055	.000587	-.000335	-.001169	-.000214
P9707	1999-10-28	-.026055	-.024055	.007629	.005121	-.003951	-.000444
P9709	1999-10-28	-.016055	-.014055	.000587	-.000335	-.001169	-.000214
P9709	1999-10-27	.036945	.036945	-.011267	-.011006	.008959	.007600
P9710	1999-10-27	.037945	.037945	-.011336	-.010600	.012015	.010953
P9706	1999-10-27	.036945	.036945	-.011267	-.011006	.008959	.007600
P9707	1999-10-27	.048945	.047945	-.015946	-.014838	.013453	.015950
P9707	1999-10-26	.015945	.015945	-.015318	-.016312	.016683	.017660
P9710	1999-10-26	.010945	.010945	.000016	-.000696	.002206	.003100
P9706	1999-10-26	.010945	.010945	.000933	.000280	.000050	.001381
P9709	1999-10-26	.010945	.010945	.000933	.000280	.000050	.001381
P9709	1999-10-25	-.019055	-.018055	.005565	.005941	.000608	-.000023
P9710	1999-10-25	-.017055	-.017055	.005279	.005725	.003968	.002935
P9706	1999-10-25	-.019055	-.018055	.005565	.005941	.000608	-.000023
P9707	1999-10-25	-.005055	-.006055	-.000833	-.000987	-.004131	-.006224
P9706	1999-10-22	.027945	.027945	-.003753	-.004270	-.002669	-.001884
P9707	1999-10-22	.040945	.038945	-.008040	-.006589	.005572	.000330
P9710	1999-10-22	.028945	.028945	-.003375	-.003545	.001150	.001389
P9709	1999-10-22	.027945	.027945	-.003753	-.004270	-.002669	-.001884
P9709	1999-10-21	-.020055	-.019055	.004964	.005050	-.002116	-.000858
P9707	1999-10-21	-.016055	-.014055	.005995	.002020	.014359	.018188
P9706	1999-10-21	-.020055	-.019055	.004964	.005050	-.002116	-.000858
P9710	1999-10-21	-.019055	-.018055	.005262	.005137	.000645	.002242
P9706	1999-10-20	.008945	.008945	.001682	.001661	.000678	.002884
P9710	1999-10-20	.008945	.008945	.002776	.003103	.001627	.003902
P9707	1999-10-20	.011945	.012945	.004455	.010414	.004001	.004385
P9709	1999-10-20	.008945	.008945	.001682	.001661	.000678	.002884
P9709	1999-10-19	-.023055	-.022055	.003652	.003614	-.001980	-.000761
P9707	1999-10-19	-.045055	-.042055	.011876	.010286	-.019697	-.026437
P9710	1999-10-19	-.024055	-.024055	.002666	.002020	-.006376	-.005732
P9706	1999-10-19	-.023055	-.022055	.003652	.003614	-.001980	-.000761
P9707	1999-10-18	-.020055	-.017055	.005410	-.001541	-.020987	-.019803
P9706	1999-10-18	-.028055	-.027055	.002951	.002725	-.000567	.000338
P9710	1999-10-18	-.028055	-.027055	.003067	.002957	.000931	.002291
P9709	1999-10-18	-.028055	-.027055	.002951	.002725	-.000567	.000338
P9709	1999-10-15	.022945	.022945	.007146	.008902	.005467	.008008
P9710	1999-10-15	.023945	.024945	.006703	.007948	.008291	.009968
P9707	1999-10-15	.039945	.040945	-.006299	-.001376	.018525	.013951
P9706	1999-10-15	.022945	.022945	.007146	.008902	.005467	.008008
P9706	1999-10-14	-.000055	.000945	-.000590	-.001356	.004864	.005906
P9707	1999-10-14	-.018055	-.018055	-.002629	.001549	.013890	.017336
P9710	1999-10-14	-.002055	-.001055	-.001398	-.002049	.001654	.002252
P9709	1999-10-14	-.000055	.000945	-.000590	-.001356	.004864	.005906
P9709	1999-10-13	-.020055	-.019055	.000682	.000265	-.005326	-.005277
P9706	1999-10-13	-.020055	-.019055	.000682	.000265	-.005326	-.005277
P9707	1999-10-13	-.052055	-.049055	.007648	.003715	.002832	.008249
P9710	1999-10-13	-.022055	-.022055	.000811	.000164	-.011407	-.010376
P9710	1999-10-12	.006945	.006945	.001805	.000801	-.003387	-.003193
P9706	1999-10-12	.008945	.008945	.002690	.002352	.002013	.002883
P9707	1999-10-12	-.012055	-.012055	-.000763	-.001870	.005958	.002220
P9709	1999-10-12	.008945	.008945	.002690	.002352	.002013	.002883
P9709	1999-10-11	-.008055	-.008055	.007380	.006953	-.001727	-.002287
P9710	1999-10-11	-.009055	-.009055	.005772	.005182	-.005725	-.006222
P9707	1999-10-11	-.017055	-.020055	-.004794	-.004468	-.012817	-.008953
P9706	1999-10-11	-.008055	-.008055	.007380	.006953	-.001727	-.002287
P9706	1999-10-08	-.022055	-.022055	.001095	.000601	-.005545	-.005736
P9710	1999-10-08	-.023055	-.023055	.002513	.002364	-.006690	-.006727
P9707	1999-10-08	-.036055	-.035055	.018666	.018361	-.010190	-.012676
P9709	1999-10-08	-.022055	-.022055	.001095	.000601	-.005545	-.005736
P9709	1999-09-30	-.007055	-.007055	-.002239	-.001829	-.003827	-.003611
P9707	1999-09-30	-.004055	-.006055	-.004409	-.002843	-.005483	-.008389
P9706	1999-09-30	-.007055	-.007055	-.002239	-.001829	-.003827	-.003611
P9710	1999-09-30	-.007055	-.007055	-.002556	-.002489	-.004191	-.004174
P9710	1999-09-29	-.004055	-.004055	-.000278	.000014	-.002228	-.002323
P9707	1999-09-29	-.006055	-.008055	.005328	.006721	-.012179	-.012622
P9706	1999-09-29	-.003055	-.004055	-.000900	-.000585	-.001163	-.001258
P9709	1999-09-29	-.003055	-.004055	-.000900	-.000585	-.001163	-.001258
P9709	1999-09-28	-.007055	-.007055	-.000207	-.000433	-.001289	-.000117
P9707	1999-09-28	-.011055	-.010055	.011009	.009717	-.014960	-.014014
P9706	1999-09-28	-.007055	-.007055	-.000207	-.000433	-.001289	-.000117
P9710	1999-09-28	-.007055	-.007055	.000401	.000252	-.001957	-.000724
P9710	1999-09-27	-.008055	-.008055	.000131	-.000030	.000248	-.000649
P9706	1999-09-27	-.008055	-.008055	.000009	-.000146	-.001045	-.001841
P9707	1999-09-27	-.008055	-.006055	.000280	-.001560	-.001405	-.002452
P9709	1999-09-27	-.008055	-.008055	.000009	-.000146	-.001045	-.001841
P9709	1999-09-24	.008945	.009945	-.000145	-.000520	.003704	.004073
P9710	1999-09-24	.008945	.008945	-.001424	-.002117	.003114	.003259
P9707	1999-09-24	.006945	.005945	-.016321	-.016800	.015223	.013006
P9706	1999-09-24	.008945	.009945	-.000145	-.000520	.003704	.004073
P9706	1999-09-23	-.006055	-.007055	-.002994	-.003057	-.003618	-.003517
P9710	1999-09-23	-.006055	-.006055	-.001093	-.001044	-.000151	.000840
P9707	1999-09-23	-.004055	-.000055	-.005075	-.008166	.029489	.031501
P9709	1999-09-23	-.006055	-.007055	-.002994	-.003057	-.003618	-.003517
P9709	1999-09-22	-.004055	-.004055	.000949	.000974	-.003442	-.003155
P9707	1999-09-22	-.007055	-.005055	.011746	.008210	-.001854	-.006856
P9706	1999-09-22	-.004055	-.004055	.000949	.000974	-.003442	-.003155
P9710	1999-09-22	-.004055	-.004055	.001447	.001277	-.003060	-.003387
P9710	1999-09-21	-.004055	-.004055	.000215	-.000156	-.002199	-.003535
P9706	1999-09-21	-.004055	-.004055	.000664	.000263	-.000904	-.001800
P9707	1999-09-21	-.006055	-.009055	.004018	.004257	-.010681	-.009308
P9709	1999-09-21	-.004055	-.004055	.000664	.000263	-.000904	-.001800
P9709	1999-09-20	-.010055	-.010055	.001582	.000768	-.003175	-.003746
P9710	1999-09-20	-.009055	-.009055	.000755	.000393	-.000283	-.000047
P9707	1999-09-20	.002945	.002945	-.013540	-.012994	.000158	-.000823
P9706	1999-09-20	-.010055	-.010055	.001582	.000768	-.003175	-.003746
P9710	1999-09-17	.000945	.000945	-.000002	-.000434	-.000747	-.001083
P9706	1999-09-17	.001945	.001945	-.000014	-.000253	.000387	-.000179
P9707	1999-09-17	-.004055	-.003055	-.001976	-.006723	.013254	.018004
P9709	1999-09-17	.001945	.001945	-.000014	-.000253	.000387	-.000179
P9709	1999-09-16	-.008055	-.007055	.001893	.001738	.000648	.001013
P9706	1999-09-16	-.008055	-.007055	.001893	.001738	.000648	.001013
P9707	1999-09-16	-.009055	-.009055	.006797	.009031	-.007675	-.013525
P9710	1999-09-16	-.008055	-.007055	.001845	.001579	.000629	.000777
P9707	1999-09-15	-.005055	-.005055	-.004697	-.004091	-.000601	.004061
P9710	1999-09-15	-.007055	-.007055	-.002802	-.002776	-.002584	-.003062
P9706	1999-09-15	-.007055	-.007055	-.003061	-.003585	-.003660	-.004486
P9709	1999-09-15	-.007055	-.007055	-.003061	-.003585	-.003660	-.004486
P9709	1999-09-14	.000945	.001945	.001303	.001255	.002569	.003031
P9710	1999-09-14	-.000055	-.000055	.000531	.000146	-.001666	-.001012
P9706	1999-09-14	.000945	.001945	.001303	.001255	.002569	.003031
P9707	1999-09-14	-.012055	-.011055	.000489	.000774	-.000508	.000350
P9706	1999-09-13	.006945	.006945	.013384	.014319	.007156	.005475
P9710	1999-09-13	.005945	.005945	.012645	.013214	.004403	.002327
P9707	1999-09-13	-.005055	-.005055	.016654	.015559	-.010749	-.009386
P9709	1999-09-13	.006945	.006945	.013384	.014319	.007156	.005475
P9709	1999-09-10	-.009055	-.009055	-.000113	-.000418	-.004181	-.005628
P9710	1999-09-10	-.009055	-.009055	-.001052	-.001744	-.006741	-.008451
P9706	1999-09-10	-.009055	-.009055	-.000113	-.000418	-.004181	-.005628
P9707	1999-09-10	-.015055	-.016055	-.005586	-.004574	-.006311	-.013989
P9707	1999-09-09	.060945	.061945	.003637	.003729	.015744	.014197
P9706	1999-09-09	.064945	.065945	-.013588	-.015148	-.001943	-.001685
P9710	1999-09-09	.064945	.064945	-.011886	-.013265	-.000237	-.000169
P9709	1999-09-09	.064945	.065945	-.013588	-.015148	-.001943	-.001685
P9709	1999-09-08	.006945	.005945	-.003023	-.002416	.006579	.005116
P9710	1999-09-08	.005945	.005945	-.002353	-.002474	.005183	.003157
P9707	1999-09-08	.000945	-.000055	.003838	.001220	-.000129	-.003481
P9706	1999-09-08	.006945	.005945	-.003023	-.002416	.006579	.005116
P9710	1999-09-07	.001945	.002945	.003621	.004257	.004315	.005498
P9707	1999-09-07	.009945	.010945	-.010094	-.008481	.023377	.021354
P9706	1999-09-07	.001945	.001945	.003607	.004102	.003149	.003994
P9709	1999-09-07	.001945	.001945	.003607	.004102	.003149	.003994
P9709	1999-09-06	-.016055	-.016055	.008501	.008541	-.004724	-.006097
P9706	1999-09-06	-.016055	-.016055	.008501	.008541	-.004724	-.006097
P9707	1999-09-06	-.011055	-.010055	.007672	.006991	-.001781	-.001740
P9710	1999-09-06	-.015055	-.015055	.007907	.008205	-.004006	-.005448
P9706	1999-09-03	-.014055	-.014055	.004536	.004414	-.003424	-.003173
P9710	1999-09-03	-.014055	-.014055	.003758	.003531	-.004418	-.004229
P9707	1999-09-03	-.016055	-.017055	.001038	.003724	-.005493	-.006041
P9709	1999-09-03	-.014055	-.014055	.004536	.004414	-.003424	-.003173
P9709	1999-09-02	.007945	.007945	.001328	.001769	.000012	-.000507
P9710	1999-09-02	.007945	.006945	.000729	.000894	-.001727	-.002500
P9707	1999-09-02	.001945	.000945	-.000222	.001573	-.006172	-.006735
P9706	1999-09-02	.007945	.007945	.001328	.001769	.000012	-.000507
P9707	1999-09-01	-.004055	-.003055	-.007450	-.014134	-.010582	-.009951
P9706	1999-09-01	-.017055	-.017055	-.001423	-.001790	-.003090	-.004095
P9710	1999-09-01	-.016055	-.016055	-.002287	-.002379	.000543	.000103
P9709	1999-09-01	-.017055	-.017055	-.001423	-.001790	-.003090	-.004095
P9709	1999-08-31	.006945	.006945	-.002529	-.002288	.001441	.000679
P9710	1999-08-31	.005945	.006945	-.001631	-.001128	.002012	.001855
P9707	1999-08-31	.002945	.003945	-.006801	-.008029	.009481	.015246
P9706	1999-08-31	.006945	.006945	-.002529	-.002288	.001441	.000679
P9707	1999-08-30	-.027055	-.028055	.012532	.013832	-.011954	-.012716
P9710	1999-08-30	-.010055	-.011055	.000415	.001081	-.008183	-.008551
P9706	1999-08-30	-.008055	-.009055	.001202	.002340	-.002802	-.002860
P9709	1999-08-30	-.008055	-.009055	.001202	.002340	-.002802	-.002860
P9709	1999-08-27	-.001055	-.001055	.003448	.002233	-.005101	-.005182
P9710	1999-08-27	-.002055	-.002055	.001849	.000429	-.007238	-.007434
P9706	1999-08-27	-.001055	-.001055	.003448	.002233	-.005101	-.005182
P9707	1999-08-27	-.011055	-.011055	-.008543	-.011031	.003012	.003979
P9710	1999-08-26	.006945	.007945	.008920	.009934	.008366	.009389
P9707	1999-08-26	.012945	.015945	.012083	.012599	.015314	.021383
P9706	1999-08-26	.005945	.006945	.007881	.008705	.006683	.007200
P9709	1999-08-26	.005945	.006945	.007881	.008705	.006683	.007200
P9709	1999-08-25	-.013055	-.014055	-.002921	-.003687	-.003285	-.005360
P9707	1999-08-25	-.019055	-.019055	.002938	.003946	-.011693	-.015882
